gibraltar_storage,cachuma_carryover,cachuma_allocation,swp_allocation,intensity,water_sold,capacity factor,demand_projection
3,50.0,0.75,1.0,2,0,0.8,2
3,50.0,1.0,0.0,0,0,0.8,1
3,50.0,1.0,0.0,0,0,0.8,0
3,50.0,1.0,0.0,0,0,0.8,2
3,50.0,1.0,0.0,1,0,0.8,1
3,50.0,1.0,0.0,1,0,0.8,0
3,50.0,1.0,0.0,1,0,0.8,2
3,50.0,1.0,0.0,2,0,0.8,1
3,50.0,1.0,0.0,2,0,0.8,0
3,50.0,1.0,0.0,2,0,0.8,2
3,50.0,1.0,0.5,0,0,0.8,1
3,50.0,1.0,0.5,0,0,0.8,0
3,50.0,1.0,0.5,0,0,0.8,2
3,50.0,1.0,0.5,1,0,0.8,1
3,50.0,1.0,0.5,1,0,0.8,0
3,50.0,1.0,0.5,1,0,0.8,2
3,50.0,1.0,0.5,2,0,0.8,1
3,50.0,1.0,0.5,2,0,0.8,0
3,50.0,1.0,0.5,2,0,0.8,2
3,50.0,1.0,1.0,0,0,0.8,1
3,50.0,1.0,1.0,0,0,0.8,0
3,50.0,1.0,1.0,0,0,0.8,2
3,50.0,1.0,1.0,1,0,0.8,1
3,50.0,1.0,1.0,1,0,0.8,0
3,50.0,1.0,1.0,1,0,0.8,2
3,50.0,1.0,1.0,2,0,0.8,1
3,50.0,1.0,1.0,2,0,0.8,0
3,50.0,1.0,1.0,2,0,0.8,2
1,75.0,0.0,0.0,0,0,0.8,1
1,75.0,0.0,0.0,0,0,0.8,0
1,75.0,0.0,0.0,0,0,0.8,2
1,75.0,0.0,0.0,1,0,0.8,1
1,75.0,0.0,0.0,1,0,0.8,0
1,75.0,0.0,0.0,1,0,0.8,2
1,75.0,0.0,0.0,2,0,0.8,1
1,75.0,0.0,0.0,2,0,0.8,0
1,75.0,0.0,0.0,2,0,0.8,2
1,75.0,0.0,0.5,0,0,0.8,1
1,75.0,0.0,0.5,0,0,0.8,0
1,75.0,0.0,0.5,0,0,0.8,2
1,75.0,0.0,0.5,1,0,0.8,1
1,75.0,0.0,0.5,1,0,0.8,0
1,75.0,0.0,0.5,1,0,0.8,2
1,75.0,0.0,0.5,2,0,0.8,1
1,75.0,0.0,0.5,2,0,0.8,0
1,75.0,0.0,0.5,2,0,0.8,2
1,75.0,0.0,1.0,0,0,0.8,1
1,75.0,0.0,1.0,0,0,0.8,0
1,75.0,0.0,1.0,0,0,0.8,2
1,75.0,0.0,1.0,1,0,0.8,1
1,75.0,0.0,1.0,1,0,0.8,0
1,75.0,0.0,1.0,1,0,0.8,2
1,75.0,0.0,1.0,2,0,0.8,1
1,75.0,0.0,1.0,2,0,0.8,0
1,75.0,0.0,1.0,2,0,0.8,2
1,75.0,0.25,0.0,0,0,0.8,1
1,75.0,0.25,0.0,0,0,0.8,0
1,75.0,0.25,0.0,0,0,0.8,2
1,75.0,0.25,0.0,1,0,0.8,1
1,75.0,0.25,0.0,1,0,0.8,0
1,75.0,0.25,0.0,1,0,0.8,2
1,75.0,0.25,0.0,2,0,0.8,1
1,75.0,0.25,0.0,2,0,0.8,0
1,75.0,0.25,0.0,2,0,0.8,2
1,75.0,0.25,0.5,0,0,0.8,1
1,75.0,0.25,0.5,0,0,0.8,0
1,75.0,0.25,0.5,0,0,0.8,2
1,75.0,0.25,0.5,1,0,0.8,1
1,75.0,0.25,0.5,1,0,0.8,0
1,75.0,0.25,0.5,1,0,0.8,2
1,75.0,0.25,0.5,2,0,0.8,1
1,75.0,0.25,0.5,2,0,0.8,0
1,75.0,0.25,0.5,2,0,0.8,2
1,75.0,0.25,1.0,0,0,0.8,1
1,75.0,0.25,1.0,0,0,0.8,0
1,75.0,0.25,1.0,0,0,0.8,2
1,75.0,0.25,1.0,1,0,0.8,1
1,75.0,0.25,1.0,1,0,0.8,0
1,75.0,0.25,1.0,1,0,0.8,2
1,75.0,0.25,1.0,2,0,0.8,1
1,75.0,0.25,1.0,2,0,0.8,0
1,75.0,0.25,1.0,2,0,0.8,2
1,75.0,0.5,0.0,0,0,0.8,1
1,75.0,0.5,0.0,0,0,0.8,0
1,75.0,0.5,0.0,0,0,0.8,2
1,75.0,0.5,0.0,1,0,0.8,1
1,75.0,0.5,0.0,1,0,0.8,0
1,75.0,0.5,0.0,1,0,0.8,2
1,75.0,0.5,0.0,2,0,0.8,1
1,75.0,0.5,0.0,2,0,0.8,0
1,75.0,0.5,0.0,2,0,0.8,2
1,75.0,0.5,0.5,0,0,0.8,1
1,75.0,0.5,0.5,0,0,0.8,0
1,75.0,0.5,0.5,0,0,0.8,2
1,75.0,0.5,0.5,1,0,0.8,1
1,75.0,0.5,0.5,1,0,0.8,0
1,75.0,0.5,0.5,1,0,0.8,2
1,75.0,0.5,0.5,2,0,0.8,1
1,75.0,0.5,0.5,2,0,0.8,0
1,75.0,0.5,0.5,2,0,0.8,2
1,75.0,0.5,1.0,0,0,0.8,1
1,75.0,0.5,1.0,0,0,0.8,0
1,75.0,0.5,1.0,0,0,0.8,2
1,75.0,0.5,1.0,1,0,0.8,1
1,75.0,0.5,1.0,1,0,0.8,0
1,75.0,0.5,1.0,1,0,0.8,2
1,75.0,0.5,1.0,2,0,0.8,1
1,75.0,0.5,1.0,2,0,0.8,0
1,75.0,0.5,1.0,2,0,0.8,2
1,75.0,0.75,0.0,0,0,0.8,1
1,75.0,0.75,0.0,0,0,0.8,0
1,75.0,0.75,0.0,0,0,0.8,2
1,75.0,0.75,0.0,1,0,0.8,1
1,75.0,0.75,0.0,1,0,0.8,0
1,75.0,0.75,0.0,1,0,0.8,2
1,75.0,0.75,0.0,2,0,0.8,1
1,75.0,0.75,0.0,2,0,0.8,0
1,75.0,0.75,0.0,2,0,0.8,2
1,75.0,0.75,0.5,0,0,0.8,1
1,75.0,0.75,0.5,0,0,0.8,0
1,75.0,0.75,0.5,0,0,0.8,2
1,75.0,0.75,0.5,1,0,0.8,1
1,75.0,0.75,0.5,1,0,0.8,0
1,75.0,0.75,0.5,1,0,0.8,2
1,75.0,0.75,0.5,2,0,0.8,1
1,75.0,0.75,0.5,2,0,0.8,0
1,75.0,0.75,0.5,2,0,0.8,2
1,75.0,0.75,1.0,0,0,0.8,1
1,75.0,0.75,1.0,0,0,0.8,0
1,75.0,0.75,1.0,0,0,0.8,2
1,75.0,0.75,1.0,1,0,0.8,1
1,75.0,0.75,1.0,1,0,0.8,0
1,75.0,0.75,1.0,1,0,0.8,2
1,75.0,0.75,1.0,2,0,0.8,1
1,75.0,0.75,1.0,2,0,0.8,0
1,75.0,0.75,1.0,2,0,0.8,2
1,75.0,1.0,0.0,0,0,0.8,1
1,75.0,1.0,0.0,0,0,0.8,0
1,75.0,1.0,0.0,0,0,0.8,2
1,75.0,1.0,0.0,1,0,0.8,1
1,75.0,1.0,0.0,1,0,0.8,0
1,75.0,1.0,0.0,1,0,0.8,2
1,75.0,1.0,0.0,2,0,0.8,1
1,75.0,1.0,0.0,2,0,0.8,0
1,75.0,1.0,0.0,2,0,0.8,2
1,75.0,1.0,0.5,0,0,0.8,1
1,75.0,1.0,0.5,0,0,0.8,0
1,75.0,1.0,0.5,0,0,0.8,2
1,75.0,1.0,0.5,1,0,0.8,1
1,75.0,1.0,0.5,1,0,0.8,0
1,75.0,1.0,0.5,1,0,0.8,2
1,75.0,1.0,0.5,2,0,0.8,1
1,75.0,1.0,0.5,2,0,0.8,0
1,75.0,1.0,0.5,2,0,0.8,2
1,75.0,1.0,1.0,0,0,0.8,1
1,75.0,1.0,1.0,0,0,0.8,0
1,75.0,1.0,1.0,0,0,0.8,2
1,75.0,1.0,1.0,1,0,0.8,1
1,75.0,1.0,1.0,1,0,0.8,0
1,75.0,1.0,1.0,1,0,0.8,2
1,75.0,1.0,1.0,2,0,0.8,1
1,75.0,1.0,1.0,2,0,0.8,0
1,75.0,1.0,1.0,2,0,0.8,2
2,75.0,0.0,0.0,0,0,0.8,1
2,75.0,0.0,0.0,0,0,0.8,0
2,75.0,0.0,0.0,0,0,0.8,2
2,75.0,0.0,0.0,1,0,0.8,1
2,75.0,0.0,0.0,1,0,0.8,0
2,75.0,0.0,0.0,1,0,0.8,2
2,75.0,0.0,0.0,2,0,0.8,1
2,75.0,0.0,0.0,2,0,0.8,0
2,75.0,0.0,0.0,2,0,0.8,2
2,75.0,0.0,0.5,0,0,0.8,1
2,75.0,0.0,0.5,0,0,0.8,0
2,75.0,0.0,0.5,0,0,0.8,2
2,75.0,0.0,0.5,1,0,0.8,1
2,75.0,0.0,0.5,1,0,0.8,0
2,75.0,0.0,0.5,1,0,0.8,2
2,75.0,0.0,0.5,2,0,0.8,1
2,75.0,0.0,0.5,2,0,0.8,0
2,75.0,0.0,0.5,2,0,0.8,2
2,75.0,0.0,1.0,0,0,0.8,1
2,75.0,0.0,1.0,0,0,0.8,0
2,75.0,0.0,1.0,0,0,0.8,2
2,75.0,0.0,1.0,1,0,0.8,1
2,75.0,0.0,1.0,1,0,0.8,0
2,75.0,0.0,1.0,1,0,0.8,2
2,75.0,0.0,1.0,2,0,0.8,1
2,75.0,0.0,1.0,2,0,0.8,0
2,75.0,0.0,1.0,2,0,0.8,2
2,75.0,0.25,0.0,0,0,0.8,1
2,75.0,0.25,0.0,0,0,0.8,0
2,75.0,0.25,0.0,0,0,0.8,2
2,75.0,0.25,0.0,1,0,0.8,1
2,75.0,0.25,0.0,1,0,0.8,0
2,75.0,0.25,0.0,1,0,0.8,2
2,75.0,0.25,0.0,2,0,0.8,1
2,75.0,0.25,0.0,2,0,0.8,0
2,75.0,0.25,0.0,2,0,0.8,2
2,75.0,0.25,0.5,0,0,0.8,1
2,75.0,0.25,0.5,0,0,0.8,0
2,75.0,0.25,0.5,0,0,0.8,2
2,75.0,0.25,0.5,1,0,0.8,1
2,75.0,0.25,0.5,1,0,0.8,0
2,75.0,0.25,0.5,1,0,0.8,2
2,75.0,0.25,0.5,2,0,0.8,1
2,75.0,0.25,0.5,2,0,0.8,0
2,75.0,0.25,0.5,2,0,0.8,2
2,75.0,0.25,1.0,0,0,0.8,1
2,75.0,0.25,1.0,0,0,0.8,0
2,75.0,0.25,1.0,0,0,0.8,2
2,75.0,0.25,1.0,1,0,0.8,1
2,75.0,0.25,1.0,1,0,0.8,0
2,75.0,0.25,1.0,1,0,0.8,2
2,75.0,0.25,1.0,2,0,0.8,1
2,75.0,0.25,1.0,2,0,0.8,0
2,75.0,0.25,1.0,2,0,0.8,2
2,75.0,0.5,0.0,0,0,0.8,1
2,75.0,0.5,0.0,0,0,0.8,0
2,75.0,0.5,0.0,0,0,0.8,2
2,75.0,0.5,0.0,1,0,0.8,1
2,75.0,0.5,0.0,1,0,0.8,0
2,75.0,0.5,0.0,1,0,0.8,2
2,75.0,0.5,0.0,2,0,0.8,1
2,75.0,0.5,0.0,2,0,0.8,0
2,75.0,0.5,0.0,2,0,0.8,2
2,75.0,0.5,0.5,0,0,0.8,1
2,75.0,0.5,0.5,0,0,0.8,0
2,75.0,0.5,0.5,0,0,0.8,2
2,75.0,0.5,0.5,1,0,0.8,1
2,75.0,0.5,0.5,1,0,0.8,0
2,75.0,0.5,0.5,1,0,0.8,2
2,75.0,0.5,0.5,2,0,0.8,1
2,75.0,0.5,0.5,2,0,0.8,0
2,75.0,0.5,0.5,2,0,0.8,2
2,75.0,0.5,1.0,0,0,0.8,1
2,75.0,0.5,1.0,0,0,0.8,0
2,75.0,0.5,1.0,0,0,0.8,2
2,75.0,0.5,1.0,1,0,0.8,1
2,75.0,0.5,1.0,1,0,0.8,0
2,75.0,0.5,1.0,1,0,0.8,2
2,75.0,0.5,1.0,2,0,0.8,1
2,75.0,0.5,1.0,2,0,0.8,0
2,75.0,0.5,1.0,2,0,0.8,2
2,75.0,0.75,0.0,0,0,0.8,1
2,75.0,0.75,0.0,0,0,0.8,0
2,75.0,0.75,0.0,0,0,0.8,2
2,75.0,0.75,0.0,1,0,0.8,1
2,75.0,0.75,0.0,1,0,0.8,0
2,75.0,0.75,0.0,1,0,0.8,2
2,75.0,0.75,0.0,2,0,0.8,1
2,75.0,0.75,0.0,2,0,0.8,0
2,75.0,0.75,0.0,2,0,0.8,2
2,75.0,0.75,0.5,0,0,0.8,1
2,75.0,0.75,0.5,0,0,0.8,0
2,75.0,0.75,0.5,0,0,0.8,2
2,75.0,0.75,0.5,1,0,0.8,1
2,75.0,0.75,0.5,1,0,0.8,0
2,75.0,0.75,0.5,1,0,0.8,2
2,75.0,0.75,0.5,2,0,0.8,1
2,75.0,0.75,0.5,2,0,0.8,0
2,75.0,0.75,0.5,2,0,0.8,2
2,75.0,0.75,1.0,0,0,0.8,1
2,75.0,0.75,1.0,0,0,0.8,0
2,75.0,0.75,1.0,0,0,0.8,2
2,75.0,0.75,1.0,1,0,0.8,1
2,75.0,0.75,1.0,1,0,0.8,0
2,75.0,0.75,1.0,1,0,0.8,2
2,75.0,0.75,1.0,2,0,0.8,1
2,75.0,0.75,1.0,2,0,0.8,0
2,75.0,0.75,1.0,2,0,0.8,2
2,75.0,1.0,0.0,0,0,0.8,1
2,75.0,1.0,0.0,0,0,0.8,0
2,75.0,1.0,0.0,0,0,0.8,2
2,75.0,1.0,0.0,1,0,0.8,1
2,75.0,1.0,0.0,1,0,0.8,0
2,75.0,1.0,0.0,1,0,0.8,2
2,75.0,1.0,0.0,2,0,0.8,1
2,75.0,1.0,0.0,2,0,0.8,0
2,75.0,1.0,0.0,2,0,0.8,2
2,75.0,1.0,0.5,0,0,0.8,1
2,75.0,1.0,0.5,0,0,0.8,0
2,75.0,1.0,0.5,0,0,0.8,2
2,75.0,1.0,0.5,1,0,0.8,1
2,75.0,1.0,0.5,1,0,0.8,0
2,75.0,1.0,0.5,1,0,0.8,2
2,75.0,1.0,0.5,2,0,0.8,1
2,75.0,1.0,0.5,2,0,0.8,0
2,75.0,1.0,0.5,2,0,0.8,2
2,75.0,1.0,1.0,0,0,0.8,1
2,75.0,1.0,1.0,0,0,0.8,0
2,75.0,1.0,1.0,0,0,0.8,2
2,75.0,1.0,1.0,1,0,0.8,1
2,75.0,1.0,1.0,1,0,0.8,0
2,75.0,1.0,1.0,1,0,0.8,2
2,75.0,1.0,1.0,2,0,0.8,1
2,75.0,1.0,1.0,2,0,0.8,0
2,75.0,1.0,1.0,2,0,0.8,2
3,75.0,0.0,0.0,0,0,0.8,1
3,75.0,0.0,0.0,0,0,0.8,0
3,75.0,0.0,0.0,0,0,0.8,2
3,75.0,0.0,0.0,1,0,0.8,1
3,75.0,0.0,0.0,1,0,0.8,0
3,75.0,0.0,0.0,1,0,0.8,2
3,75.0,0.0,0.0,2,0,0.8,1
3,75.0,0.0,0.0,2,0,0.8,0
3,75.0,0.0,0.0,2,0,0.8,2
3,75.0,0.0,0.5,0,0,0.8,1
3,75.0,0.0,0.5,0,0,0.8,0
3,75.0,0.0,0.5,0,0,0.8,2
3,75.0,0.0,0.5,1,0,0.8,1
3,75.0,0.0,0.5,1,0,0.8,0
3,75.0,0.0,0.5,1,0,0.8,2
3,75.0,0.0,0.5,2,0,0.8,1
3,75.0,0.0,0.5,2,0,0.8,0
3,75.0,0.0,0.5,2,0,0.8,2
3,75.0,0.0,1.0,0,0,0.8,1
3,75.0,0.0,1.0,0,0,0.8,0
3,75.0,0.0,1.0,0,0,0.8,2
3,75.0,0.0,1.0,1,0,0.8,1
3,75.0,0.0,1.0,1,0,0.8,0
3,75.0,0.0,1.0,1,0,0.8,2
3,75.0,0.0,1.0,2,0,0.8,1
3,75.0,0.0,1.0,2,0,0.8,0
3,75.0,0.0,1.0,2,0,0.8,2
3,75.0,0.25,0.0,0,0,0.8,1
3,75.0,0.25,0.0,0,0,0.8,0
3,75.0,0.25,0.0,0,0,0.8,2
3,75.0,0.25,0.0,1,0,0.8,1
3,75.0,0.25,0.0,1,0,0.8,0
3,75.0,0.25,0.0,1,0,0.8,2
3,75.0,0.25,0.0,2,0,0.8,1
3,75.0,0.25,0.0,2,0,0.8,0
3,75.0,0.25,0.0,2,0,0.8,2
3,75.0,0.25,0.5,0,0,0.8,1
3,75.0,0.25,0.5,0,0,0.8,0
3,75.0,0.25,0.5,0,0,0.8,2
3,75.0,0.25,0.5,1,0,0.8,1
3,75.0,0.25,0.5,1,0,0.8,0
3,75.0,0.25,0.5,1,0,0.8,2
3,75.0,0.25,0.5,2,0,0.8,1
3,75.0,0.25,0.5,2,0,0.8,0
3,75.0,0.25,0.5,2,0,0.8,2
3,75.0,0.25,1.0,0,0,0.8,1
3,75.0,0.25,1.0,0,0,0.8,0
3,75.0,0.25,1.0,0,0,0.8,2
3,75.0,0.25,1.0,1,0,0.8,1
3,75.0,0.25,1.0,1,0,0.8,0
3,75.0,0.25,1.0,1,0,0.8,2
3,75.0,0.25,1.0,2,0,0.8,1
3,75.0,0.25,1.0,2,0,0.8,0
3,75.0,0.25,1.0,2,0,0.8,2
3,75.0,0.5,0.0,0,0,0.8,1
3,75.0,0.5,0.0,0,0,0.8,0
3,75.0,0.5,0.0,0,0,0.8,2
3,75.0,0.5,0.0,1,0,0.8,1
3,75.0,0.5,0.0,1,0,0.8,0
3,75.0,0.5,0.0,1,0,0.8,2
3,75.0,0.5,0.0,2,0,0.8,1
3,75.0,0.5,0.0,2,0,0.8,0
3,75.0,0.5,0.0,2,0,0.8,2
3,75.0,0.5,0.5,0,0,0.8,1
3,75.0,0.5,0.5,0,0,0.8,0
3,75.0,0.5,0.5,0,0,0.8,2
3,75.0,0.5,0.5,1,0,0.8,1
3,75.0,0.5,0.5,1,0,0.8,0
3,75.0,0.5,0.5,1,0,0.8,2
3,75.0,0.5,0.5,2,0,0.8,1
3,75.0,0.5,0.5,2,0,0.8,0
3,75.0,0.5,0.5,2,0,0.8,2
3,75.0,0.5,1.0,0,0,0.8,1
3,75.0,0.5,1.0,0,0,0.8,0
3,75.0,0.5,1.0,0,0,0.8,2
3,75.0,0.5,1.0,1,0,0.8,1
3,75.0,0.5,1.0,1,0,0.8,0
3,75.0,0.5,1.0,1,0,0.8,2
3,75.0,0.5,1.0,2,0,0.8,1
3,75.0,0.5,1.0,2,0,0.8,0
3,75.0,0.5,1.0,2,0,0.8,2
3,75.0,0.75,0.0,0,0,0.8,1
3,75.0,0.75,0.0,0,0,0.8,0
3,75.0,0.75,0.0,0,0,0.8,2
3,75.0,0.75,0.0,1,0,0.8,1
3,75.0,0.75,0.0,1,0,0.8,0
3,75.0,0.75,0.0,1,0,0.8,2
3,75.0,0.75,0.0,2,0,0.8,1
3,75.0,0.75,0.0,2,0,0.8,0
3,75.0,0.75,0.0,2,0,0.8,2
3,75.0,0.75,0.5,0,0,0.8,1
3,75.0,0.75,0.5,0,0,0.8,0
3,75.0,0.75,0.5,0,0,0.8,2
3,75.0,0.75,0.5,1,0,0.8,1
3,75.0,0.75,0.5,1,0,0.8,0
3,75.0,0.75,0.5,1,0,0.8,2
3,75.0,0.75,0.5,2,0,0.8,1
3,75.0,0.75,0.5,2,0,0.8,0
3,75.0,0.75,0.5,2,0,0.8,2
3,75.0,0.75,1.0,0,0,0.8,1
3,75.0,0.75,1.0,0,0,0.8,0
3,75.0,0.75,1.0,0,0,0.8,2
3,75.0,0.75,1.0,1,0,0.8,1
3,75.0,0.75,1.0,1,0,0.8,0
3,75.0,0.75,1.0,1,0,0.8,2
3,75.0,0.75,1.0,2,0,0.8,1
3,75.0,0.75,1.0,2,0,0.8,0
3,75.0,0.75,1.0,2,0,0.8,2
3,75.0,1.0,0.0,0,0,0.8,1
3,75.0,1.0,0.0,0,0,0.8,0
3,75.0,1.0,0.0,0,0,0.8,2
3,75.0,1.0,0.0,1,0,0.8,1
3,75.0,1.0,0.0,1,0,0.8,0
3,75.0,1.0,0.0,1,0,0.8,2
3,75.0,1.0,0.0,2,0,0.8,1
3,75.0,1.0,0.0,2,0,0.8,0
3,75.0,1.0,0.0,2,0,0.8,2
3,75.0,1.0,0.5,0,0,0.8,1
3,75.0,1.0,0.5,0,0,0.8,0
3,75.0,1.0,0.5,0,0,0.8,2
3,75.0,1.0,0.5,1,0,0.8,1
3,75.0,1.0,0.5,1,0,0.8,0
3,75.0,1.0,0.5,1,0,0.8,2
3,75.0,1.0,0.5,2,0,0.8,1
3,75.0,1.0,0.5,2,0,0.8,0
3,75.0,1.0,0.5,2,0,0.8,2
3,75.0,1.0,1.0,0,0,0.8,1
3,75.0,1.0,1.0,0,0,0.8,0
3,75.0,1.0,1.0,0,0,0.8,2
3,75.0,1.0,1.0,1,0,0.8,1
3,75.0,1.0,1.0,1,0,0.8,0
3,75.0,1.0,1.0,1,0,0.8,2
3,75.0,1.0,1.0,2,0,0.8,1
3,75.0,1.0,1.0,2,0,0.8,0
3,75.0,1.0,1.0,2,0,0.8,2
1,100.0,0.0,0.0,0,0,0.8,1
1,100.0,0.0,0.0,0,0,0.8,0
1,100.0,0.0,0.0,0,0,0.8,2
1,100.0,0.0,0.0,1,0,0.8,1
1,100.0,0.0,0.0,1,0,0.8,0
1,100.0,0.0,0.0,1,0,0.8,2
1,100.0,0.0,0.0,2,0,0.8,1
1,100.0,0.0,0.0,2,0,0.8,0
1,100.0,0.0,0.0,2,0,0.8,2
1,100.0,0.0,0.5,0,0,0.8,1
1,100.0,0.0,0.5,0,0,0.8,0
1,100.0,0.0,0.5,0,0,0.8,2
1,100.0,0.0,0.5,1,0,0.8,1
1,100.0,0.0,0.5,1,0,0.8,0
1,100.0,0.0,0.5,1,0,0.8,2
1,100.0,0.0,0.5,2,0,0.8,1
1,100.0,0.0,0.5,2,0,0.8,0
1,100.0,0.0,0.5,2,0,0.8,2
1,100.0,0.0,1.0,0,0,0.8,1
1,100.0,0.0,1.0,0,0,0.8,0
1,100.0,0.0,1.0,0,0,0.8,2
1,100.0,0.0,1.0,1,0,0.8,1
1,100.0,0.0,1.0,1,0,0.8,0
1,100.0,0.0,1.0,1,0,0.8,2
1,100.0,0.0,1.0,2,0,0.8,1
1,100.0,0.0,1.0,2,0,0.8,0
1,100.0,0.0,1.0,2,0,0.8,2
1,100.0,0.25,0.0,0,0,0.8,1
1,100.0,0.25,0.0,0,0,0.8,0
1,100.0,0.25,0.0,0,0,0.8,2
1,100.0,0.25,0.0,1,0,0.8,1
1,100.0,0.25,0.0,1,0,0.8,0
1,100.0,0.25,0.0,1,0,0.8,2
1,100.0,0.25,0.0,2,0,0.8,1
1,100.0,0.25,0.0,2,0,0.8,0
1,100.0,0.25,0.0,2,0,0.8,2
1,100.0,0.25,0.5,0,0,0.8,1
1,100.0,0.25,0.5,0,0,0.8,0
1,100.0,0.25,0.5,0,0,0.8,2
1,100.0,0.25,0.5,1,0,0.8,1
1,100.0,0.25,0.5,1,0,0.8,0
1,100.0,0.25,0.5,1,0,0.8,2
1,100.0,0.25,0.5,2,0,0.8,1
1,100.0,0.25,0.5,2,0,0.8,0
1,100.0,0.25,0.5,2,0,0.8,2
1,100.0,0.25,1.0,0,0,0.8,1
1,100.0,0.25,1.0,0,0,0.8,0
1,100.0,0.25,1.0,0,0,0.8,2
1,100.0,0.25,1.0,1,0,0.8,1
1,100.0,0.25,1.0,1,0,0.8,0
1,100.0,0.25,1.0,1,0,0.8,2
1,100.0,0.25,1.0,2,0,0.8,1
1,100.0,0.25,1.0,2,0,0.8,0
1,100.0,0.25,1.0,2,0,0.8,2
1,100.0,0.5,0.0,0,0,0.8,1
1,100.0,0.5,0.0,0,0,0.8,0
1,100.0,0.5,0.0,0,0,0.8,2
1,100.0,0.5,0.0,1,0,0.8,1
1,100.0,0.5,0.0,1,0,0.8,0
1,100.0,0.5,0.0,1,0,0.8,2
1,100.0,0.5,0.0,2,0,0.8,1
1,100.0,0.5,0.0,2,0,0.8,0
1,100.0,0.5,0.0,2,0,0.8,2
1,100.0,0.5,0.5,0,0,0.8,1
1,100.0,0.5,0.5,0,0,0.8,0
1,100.0,0.5,0.5,0,0,0.8,2
1,100.0,0.5,0.5,1,0,0.8,1
1,100.0,0.5,0.5,1,0,0.8,0
1,100.0,0.5,0.5,1,0,0.8,2
1,100.0,0.5,0.5,2,0,0.8,1
1,100.0,0.5,0.5,2,0,0.8,0
1,100.0,0.5,0.5,2,0,0.8,2
1,100.0,0.5,1.0,0,0,0.8,1
1,100.0,0.5,1.0,0,0,0.8,0
1,100.0,0.5,1.0,0,0,0.8,2
1,100.0,0.5,1.0,1,0,0.8,1
1,100.0,0.5,1.0,1,0,0.8,0
1,100.0,0.5,1.0,1,0,0.8,2
1,100.0,0.5,1.0,2,0,0.8,1
1,100.0,0.5,1.0,2,0,0.8,0
1,100.0,0.5,1.0,2,0,0.8,2
1,100.0,0.75,0.0,0,0,0.8,1
1,100.0,0.75,0.0,0,0,0.8,0
1,100.0,0.75,0.0,0,0,0.8,2
1,100.0,0.75,0.0,1,0,0.8,1
1,100.0,0.75,0.0,1,0,0.8,0
1,100.0,0.75,0.0,1,0,0.8,2
1,100.0,0.75,0.0,2,0,0.8,1
1,100.0,0.75,0.0,2,0,0.8,0
1,100.0,0.75,0.0,2,0,0.8,2
1,100.0,0.75,0.5,0,0,0.8,1
1,100.0,0.75,0.5,0,0,0.8,0
1,100.0,0.75,0.5,0,0,0.8,2
1,100.0,0.75,0.5,1,0,0.8,1
1,100.0,0.75,0.5,1,0,0.8,0
1,100.0,0.75,0.5,1,0,0.8,2
1,100.0,0.75,0.5,2,0,0.8,1
1,100.0,0.75,0.5,2,0,0.8,0
1,100.0,0.75,0.5,2,0,0.8,2
1,100.0,0.75,1.0,0,0,0.8,1
1,100.0,0.75,1.0,0,0,0.8,0
1,100.0,0.75,1.0,0,0,0.8,2
1,100.0,0.75,1.0,1,0,0.8,1
1,100.0,0.75,1.0,1,0,0.8,0
1,100.0,0.75,1.0,1,0,0.8,2
1,100.0,0.75,1.0,2,0,0.8,1
1,100.0,0.75,1.0,2,0,0.8,0
1,100.0,0.75,1.0,2,0,0.8,2
1,100.0,1.0,0.0,0,0,0.8,1
1,100.0,1.0,0.0,0,0,0.8,0
1,100.0,1.0,0.0,0,0,0.8,2
1,100.0,1.0,0.0,1,0,0.8,1
1,100.0,1.0,0.0,1,0,0.8,0
1,100.0,1.0,0.0,1,0,0.8,2
1,100.0,1.0,0.0,2,0,0.8,1
1,100.0,1.0,0.0,2,0,0.8,0
1,100.0,1.0,0.0,2,0,0.8,2
1,100.0,1.0,0.5,0,0,0.8,1
1,100.0,1.0,0.5,0,0,0.8,0
1,100.0,1.0,0.5,0,0,0.8,2
1,100.0,1.0,0.5,1,0,0.8,1
1,100.0,1.0,0.5,1,0,0.8,0
1,100.0,1.0,0.5,1,0,0.8,2
1,100.0,1.0,0.5,2,0,0.8,1
1,100.0,1.0,0.5,2,0,0.8,0
1,100.0,1.0,0.5,2,0,0.8,2
1,100.0,1.0,1.0,0,0,0.8,1
1,100.0,1.0,1.0,0,0,0.8,0
1,100.0,1.0,1.0,0,0,0.8,2
1,100.0,1.0,1.0,1,0,0.8,1
1,100.0,1.0,1.0,1,0,0.8,0
1,100.0,1.0,1.0,1,0,0.8,2
1,100.0,1.0,1.0,2,0,0.8,1
1,100.0,1.0,1.0,2,0,0.8,0
1,100.0,1.0,1.0,2,0,0.8,2
2,100.0,0.0,0.0,0,0,0.8,1
2,100.0,0.0,0.0,0,0,0.8,0
2,100.0,0.0,0.0,0,0,0.8,2
2,100.0,0.0,0.0,1,0,0.8,1
2,100.0,0.0,0.0,1,0,0.8,0
2,100.0,0.0,0.0,1,0,0.8,2
2,100.0,0.0,0.0,2,0,0.8,1
2,100.0,0.0,0.0,2,0,0.8,0
2,100.0,0.0,0.0,2,0,0.8,2
2,100.0,0.0,0.5,0,0,0.8,1
2,100.0,0.0,0.5,0,0,0.8,0
2,100.0,0.0,0.5,0,0,0.8,2
2,100.0,0.0,0.5,1,0,0.8,1
