Gibraltar <br> storage,Cachuma <br> carryover,Cachuma <br> allocation,SWP <br> allocation,Drought <br> intensity,Water <br> sold,Capacity <br> factor,Demand  <br> projection
3,0,0.25,1,0,1,0.8,0
3,0,0.25,1,0,1,0.8,2
3,0,0.25,1,1,1,0.8,1
3,0,0.25,1,1,1,0.8,0
3,0,0.25,1,1,1,0.8,2
3,0,0.5,0,0,1,0.8,1
3,0,0.5,0,0,1,0.8,0
3,0,0.5,0,0,1,0.8,2
3,0,0.5,0,1,1,0.8,1
3,0,0.5,0,1,1,0.8,0
3,0,0.5,0,1,1,0.8,2
3,0,0.5,0.5,0,1,0.8,1
3,0,0.5,0.5,0,1,0.8,0
3,0,0.5,0.5,0,1,0.8,2
3,0,0.5,0.5,1,1,0.8,1
3,0,0.5,0.5,1,1,0.8,0
3,0,0.5,0.5,1,1,0.8,2
3,0,0.5,1,0,1,0.8,1
3,0,0.5,1,0,1,0.8,0
3,0,0.5,1,0,1,0.8,2
3,0,0.5,1,1,1,0.8,1
3,0,0.5,1,1,1,0.8,0
3,0,0.5,1,1,1,0.8,2
3,0,0.75,0,0,1,0.8,1
3,0,0.75,0,0,1,0.8,0
3,0,0.75,0,0,1,0.8,2
3,0,0.75,0,1,1,0.8,1
3,0,0.75,0,1,1,0.8,0
3,0,0.75,0,1,1,0.8,2
3,0,0.75,0.5,0,1,0.8,1
3,0,0.75,0.5,0,1,0.8,0
3,0,0.75,0.5,0,1,0.8,2
3,0,0.75,0.5,1,1,0.8,1
3,0,0.75,0.5,1,1,0.8,0
3,0,0.75,0.5,1,1,0.8,2
3,0,0.75,1,0,1,0.8,1
3,0,0.75,1,0,1,0.8,0
3,0,0.75,1,0,1,0.8,2
3,0,0.75,1,1,1,0.8,1
3,0,0.75,1,1,1,0.8,0
3,0,0.75,1,1,1,0.8,2
3,0,1,0,0,1,0.8,1
3,0,1,0,0,1,0.8,0
3,0,1,0,0,1,0.8,2
3,0,1,0,1,1,0.8,1
3,0,1,0,1,1,0.8,0
3,0,1,0,1,1,0.8,2
3,0,1,0.5,0,1,0.8,1
3,0,1,0.5,0,1,0.8,0
3,0,1,0.5,0,1,0.8,2
3,0,1,0.5,1,1,0.8,1
3,0,1,0.5,1,1,0.8,0
3,0,1,0.5,1,1,0.8,2
3,0,1,1,0,1,0.8,1
3,0,1,1,0,1,0.8,0
3,0,1,1,0,1,0.8,2
3,0,1,1,1,1,0.8,1
3,0,1,1,1,1,0.8,0
3,0,1,1,1,1,0.8,2
1,33.3,0,0,0,1,0.8,1
1,33.3,0,0,0,1,0.8,0
1,33.3,0,0,0,1,0.8,2
1,33.3,0,0,1,1,0.8,1
1,33.3,0,0,1,1,0.8,0
1,33.3,0,0,1,1,0.8,2
1,33.3,0,0.5,0,1,0.8,1
1,33.3,0,0.5,0,1,0.8,0
1,33.3,0,0.5,0,1,0.8,2
1,33.3,0,0.5,1,1,0.8,1
1,33.3,0,0.5,1,1,0.8,0
1,33.3,0,0.5,1,1,0.8,2
1,33.3,0,1,0,1,0.8,1
1,33.3,0,1,0,1,0.8,0
1,33.3,0,1,0,1,0.8,2
1,33.3,0,1,1,1,0.8,1
1,33.3,0,1,1,1,0.8,0
1,33.3,0,1,1,1,0.8,2
1,33.3,0.25,0,0,1,0.8,1
1,33.3,0.25,0,0,1,0.8,0
1,33.3,0.25,0,0,1,0.8,2
1,33.3,0.25,0,1,1,0.8,1
1,33.3,0.25,0,1,1,0.8,0
1,33.3,0.25,0,1,1,0.8,2
1,33.3,0.25,0.5,0,1,0.8,1
1,33.3,0.25,0.5,0,1,0.8,0
1,33.3,0.25,0.5,0,1,0.8,2
1,33.3,0.25,0.5,1,1,0.8,1
1,33.3,0.25,0.5,1,1,0.8,0
1,33.3,0.25,0.5,1,1,0.8,2
1,33.3,0.25,1,0,1,0.8,1
1,33.3,0.25,1,0,1,0.8,0
1,33.3,0.25,1,0,1,0.8,2
1,33.3,0.25,1,1,1,0.8,1
1,33.3,0.25,1,1,1,0.8,0
1,33.3,0.25,1,1,1,0.8,2
1,33.3,0.5,0,0,1,0.8,1
1,33.3,0.5,0,0,1,0.8,0
1,33.3,0.5,0,0,1,0.8,2
1,33.3,0.5,0,1,1,0.8,1
1,33.3,0.5,0,1,1,0.8,0
1,33.3,0.5,0,1,1,0.8,2
1,33.3,0.5,0.5,0,1,0.8,1
1,33.3,0.5,0.5,0,1,0.8,0
1,33.3,0.5,0.5,0,1,0.8,2
1,33.3,0.5,0.5,1,1,0.8,1
1,33.3,0.5,0.5,1,1,0.8,0
1,33.3,0.5,0.5,1,1,0.8,2
1,33.3,0.5,1,0,1,0.8,1
1,33.3,0.5,1,0,1,0.8,0
1,33.3,0.5,1,0,1,0.8,2
1,33.3,0.5,1,1,1,0.8,1
1,33.3,0.5,1,1,1,0.8,0
1,33.3,0.5,1,1,1,0.8,2
1,33.3,0.75,0,0,1,0.8,1
1,33.3,0.75,0,0,1,0.8,0
1,33.3,0.75,0,0,1,0.8,2
1,33.3,0.75,0,1,1,0.8,1
1,33.3,0.75,0,1,1,0.8,0
1,33.3,0.75,0,1,1,0.8,2
1,33.3,0.75,0.5,0,1,0.8,1
1,33.3,0.75,0.5,0,1,0.8,0
1,33.3,0.75,0.5,0,1,0.8,2
1,33.3,0.75,0.5,1,1,0.8,1
1,33.3,0.75,0.5,1,1,0.8,0
1,33.3,0.75,0.5,1,1,0.8,2
1,33.3,0.75,1,0,1,0.8,1
1,33.3,0.75,1,0,1,0.8,0
1,33.3,0.75,1,0,1,0.8,2
1,33.3,0.75,1,1,1,0.8,1
1,33.3,0.75,1,1,1,0.8,0
1,33.3,0.75,1,1,1,0.8,2
1,33.3,1,0,0,1,0.8,1
1,33.3,1,0,0,1,0.8,0
1,33.3,1,0,0,1,0.8,2
1,33.3,1,0,1,1,0.8,1
1,33.3,1,0,1,1,0.8,0
1,33.3,1,0,1,1,0.8,2
1,33.3,1,0.5,0,1,0.8,1
1,33.3,1,0.5,0,1,0.8,0
1,33.3,1,0.5,0,1,0.8,2
1,33.3,1,0.5,1,1,0.8,1
1,33.3,1,0.5,1,1,0.8,0
1,33.3,1,0.5,1,1,0.8,2
1,33.3,1,1,0,1,0.8,1
1,33.3,1,1,0,1,0.8,0
1,33.3,1,1,0,1,0.8,2
1,33.3,1,1,1,1,0.8,1
1,33.3,1,1,1,1,0.8,0
1,33.3,1,1,1,1,0.8,2
2,33.3,0,0,0,1,0.8,1
2,33.3,0,0,0,1,0.8,0
2,33.3,0,0,0,1,0.8,2
2,33.3,0,0,1,1,0.8,1
2,33.3,0,0,1,1,0.8,0
2,33.3,0,0,1,1,0.8,2
2,33.3,0,0.5,0,1,0.8,1
2,33.3,0,0.5,0,1,0.8,0
2,33.3,0,0.5,0,1,0.8,2
2,33.3,0,0.5,1,1,0.8,1
2,33.3,0,0.5,1,1,0.8,0
2,33.3,0,0.5,1,1,0.8,2
2,33.3,0,1,0,1,0.8,1
2,33.3,0,1,0,1,0.8,0
2,33.3,0,1,0,1,0.8,2
2,33.3,0,1,1,1,0.8,1
2,33.3,0,1,1,1,0.8,0
2,33.3,0,1,1,1,0.8,2
2,33.3,0.25,0,0,1,0.8,1
2,33.3,0.25,0,0,1,0.8,0
2,33.3,0.25,0,0,1,0.8,2
2,33.3,0.25,0,1,1,0.8,1
2,33.3,0.25,0,1,1,0.8,0
2,33.3,0.25,0,1,1,0.8,2
2,33.3,0.25,0.5,0,1,0.8,1
2,33.3,0.25,0.5,0,1,0.8,0
2,33.3,0.25,0.5,0,1,0.8,2
2,33.3,0.25,0.5,1,1,0.8,1
2,33.3,0.25,0.5,1,1,0.8,0
2,33.3,0.25,0.5,1,1,0.8,2
2,33.3,0.25,1,0,1,0.8,1
2,33.3,0.25,1,0,1,0.8,0
2,33.3,0.25,1,0,1,0.8,2
2,33.3,0.25,1,1,1,0.8,1
2,33.3,0.25,1,1,1,0.8,0
2,33.3,0.25,1,1,1,0.8,2
2,33.3,0.5,0,0,1,0.8,1
2,33.3,0.5,0,0,1,0.8,0
2,33.3,0.5,0,0,1,0.8,2
2,33.3,0.5,0,1,1,0.8,1
2,33.3,0.5,0,1,1,0.8,0
2,33.3,0.5,0,1,1,0.8,2
2,33.3,0.5,0.5,0,1,0.8,1
2,33.3,0.5,0.5,0,1,0.8,0
2,33.3,0.5,0.5,0,1,0.8,2
2,33.3,0.5,0.5,1,1,0.8,1
2,33.3,0.5,0.5,1,1,0.8,0
2,33.3,0.5,0.5,1,1,0.8,2
2,33.3,0.5,1,0,1,0.8,1
2,33.3,0.5,1,0,1,0.8,0
2,33.3,0.5,1,0,1,0.8,2
2,33.3,0.5,1,1,1,0.8,1
2,33.3,0.5,1,1,1,0.8,0
2,33.3,0.5,1,1,1,0.8,2
2,33.3,0.75,0,0,1,0.8,1
2,33.3,0.75,0,0,1,0.8,0
2,33.3,0.75,0,0,1,0.8,2
2,33.3,0.75,0,1,1,0.8,1
2,33.3,0.75,0,1,1,0.8,0
2,33.3,0.75,0,1,1,0.8,2
2,33.3,0.75,0.5,0,1,0.8,1
2,33.3,0.75,0.5,0,1,0.8,0
2,33.3,0.75,0.5,0,1,0.8,2
2,33.3,0.75,0.5,1,1,0.8,1
2,33.3,0.75,0.5,1,1,0.8,0
2,33.3,0.75,0.5,1,1,0.8,2
2,33.3,0.75,1,0,1,0.8,1
2,33.3,0.75,1,0,1,0.8,0
2,33.3,0.75,1,0,1,0.8,2
2,33.3,0.75,1,1,1,0.8,1
2,33.3,0.75,1,1,1,0.8,0
2,33.3,0.75,1,1,1,0.8,2
2,33.3,1,0,0,1,0.8,1
2,33.3,1,0,0,1,0.8,0
2,33.3,1,0,0,1,0.8,2
2,33.3,1,0,1,1,0.8,1
2,33.3,1,0,1,1,0.8,0
2,33.3,1,0,1,1,0.8,2
2,33.3,1,0.5,0,1,0.8,1
2,33.3,1,0.5,0,1,0.8,0
2,33.3,1,0.5,0,1,0.8,2
2,33.3,1,0.5,1,1,0.8,1
2,33.3,1,0.5,1,1,0.8,0
2,33.3,1,0.5,1,1,0.8,2
2,33.3,1,1,0,1,0.8,1
2,33.3,1,1,0,1,0.8,0
2,33.3,1,1,0,1,0.8,2
2,33.3,1,1,1,1,0.8,1
2,33.3,1,1,1,1,0.8,0
2,33.3,1,1,1,1,0.8,2
3,33.3,0,0,0,1,0.8,1
3,33.3,0,0,0,1,0.8,0
3,33.3,0,0,0,1,0.8,2
3,33.3,0,0,1,1,0.8,1
3,33.3,0,0,1,1,0.8,0
3,33.3,0,0,1,1,0.8,2
3,33.3,0,0.5,0,1,0.8,1
3,33.3,0,0.5,0,1,0.8,0
3,33.3,0,0.5,0,1,0.8,2
3,33.3,0,0.5,1,1,0.8,1
3,33.3,0,0.5,1,1,0.8,0
3,33.3,0,0.5,1,1,0.8,2
3,33.3,0,1,0,1,0.8,1
3,33.3,0,1,0,1,0.8,0
3,33.3,0,1,0,1,0.8,2
3,33.3,0,1,1,1,0.8,1
3,33.3,0,1,1,1,0.8,0
3,33.3,0,1,1,1,0.8,2
3,33.3,0.25,0,0,1,0.8,1
3,33.3,0.25,0,0,1,0.8,0
3,33.3,0.25,0,0,1,0.8,2
3,33.3,0.25,0,1,1,0.8,1
3,33.3,0.25,0,1,1,0.8,0
3,33.3,0.25,0,1,1,0.8,2
3,33.3,0.25,0.5,0,1,0.8,1
3,33.3,0.25,0.5,0,1,0.8,0
3,33.3,0.25,0.5,0,1,0.8,2
3,33.3,1,0,0,1,0.8,1
3,33.3,1,0,0,1,0.8,0
3,33.3,1,0,0,1,0.8,2
3,33.3,1,0,1,1,0.8,1
3,33.3,1,0,1,1,0.8,0
3,33.3,1,0,1,1,0.8,2
3,33.3,1,0.5,0,1,0.8,1
3,33.3,1,0.5,0,1,0.8,0
3,33.3,1,0.5,0,1,0.8,2
3,33.3,1,0.5,1,1,0.8,1
3,33.3,1,0.5,1,1,0.8,0
3,33.3,1,0.5,1,1,0.8,2
3,33.3,1,1,0,1,0.8,1
3,33.3,1,1,0,1,0.8,0
3,33.3,1,1,1,1,0.8,2
1,66.6,0,1,0,1,0.8,1
1,66.6,0,1,0,1,0.8,0
1,66.6,0,1,0,1,0.8,2
1,66.6,0,1,1,1,0.8,1
1,66.6,0,1,1,1,0.8,0
1,66.6,0,1,1,1,0.8,2
1,66.6,0.25,0,0,1,0.8,1
1,66.6,0.25,0,0,1,0.8,0
1,66.6,0.25,0.5,0,1,0.8,1
1,66.6,0.25,0.5,1,1,0.8,1
1,66.6,0.25,0.5,1,1,0.8,2
1,66.6,0.25,1,0,1,0.8,1
1,66.6,0.25,1,0,1,0.8,0
1,66.6,0.25,1,0,1,0.8,2
1,66.6,0.25,1,1,1,0.8,1
1,66.6,0.25,1,1,1,0.8,0
1,66.6,0.25,1,1,1,0.8,2
1,66.6,0.5,0,0,1,0.8,1
1,66.6,0.5,0,0,1,0.8,0
1,66.6,0.5,0,0,1,0.8,2
1,66.6,0.5,0,1,1,0.8,1
1,66.6,0.5,0,1,1,0.8,0
1,66.6,0.5,0,1,1,0.8,2
1,66.6,0.5,0.5,0,1,0.8,1
1,66.6,0.5,0.5,0,1,0.8,0
1,66.6,0.5,0.5,0,1,0.8,2
1,66.6,0.5,0.5,1,1,0.8,1
1,66.6,0.5,0.5,1,1,0.8,0
1,66.6,0.5,0.5,1,1,0.8,2
1,66.6,0.5,1,0,1,0.8,1
1,66.6,0.5,1,0,1,0.8,0
1,66.6,0.5,1,0,1,0.8,2
1,66.6,0.5,1,1,1,0.8,1
1,66.6,0.5,1,1,1,0.8,0
1,66.6,0.5,1,1,1,0.8,2
1,66.6,0.75,0,0,1,0.8,1
1,66.6,0.75,0,0,1,0.8,0
1,66.6,0.75,0,0,1,0.8,2
1,66.6,0.75,0,1,1,0.8,1
1,66.6,0.75,0,1,1,0.8,0
1,66.6,0.75,0,1,1,0.8,2
1,66.6,0.75,0.5,0,1,0.8,1
1,66.6,0.75,0.5,0,1,0.8,0
1,66.6,0.75,0.5,0,1,0.8,2
1,66.6,0.75,0.5,1,1,0.8,1
1,66.6,0.75,0.5,1,1,0.8,0
1,66.6,0.75,0.5,1,1,0.8,2
1,66.6,0.75,1,0,1,0.8,1
1,66.6,0.75,1,0,1,0.8,0
1,66.6,0.75,1,0,1,0.8,2
1,66.6,0.75,1,1,1,0.8,1
1,66.6,0.75,1,1,1,0.8,0
1,66.6,0.75,1,1,1,0.8,2
1,66.6,1,0,0,1,0.8,1
1,66.6,1,0,0,1,0.8,0
1,66.6,1,0,0,1,0.8,2
1,66.6,1,0,1,1,0.8,1
1,66.6,1,0,1,1,0.8,0
1,66.6,1,0,1,1,0.8,2
1,66.6,1,0.5,0,1,0.8,1
1,66.6,1,0.5,0,1,0.8,0
1,66.6,1,0.5,0,1,0.8,2
1,66.6,1,0.5,1,1,0.8,1
1,66.6,1,0.5,1,1,0.8,0
1,66.6,1,0.5,1,1,0.8,2
1,66.6,1,1,0,1,0.8,1
1,66.6,1,1,0,1,0.8,0
1,66.6,1,1,0,1,0.8,2
1,66.6,1,1,1,1,0.8,1
1,66.6,1,1,1,1,0.8,0
1,66.6,1,1,1,1,0.8,2
2,66.6,0,0,0,1,0.8,1
2,66.6,0,0,0,1,0.8,0
2,66.6,0,0,0,1,0.8,2
2,66.6,0,0,1,1,0.8,1
2,66.6,0,0,1,1,0.8,0
2,66.6,0,0,1,1,0.8,2
2,66.6,0,0.5,0,1,0.8,1
2,66.6,0,0.5,0,1,0.8,0
2,66.6,0,0.5,0,1,0.8,2
2,66.6,0,0.5,1,1,0.8,1
2,66.6,0,0.5,1,1,0.8,0
2,66.6,0,0.5,1,1,0.8,2
2,66.6,0,1,0,1,0.8,1
2,66.6,0,1,0,1,0.8,0
2,66.6,0,1,0,1,0.8,2
2,66.6,0,1,1,1,0.8,1
2,66.6,0,1,1,1,0.8,0
2,66.6,0.25,0,0,1,0.8,0
2,66.6,0.25,0,0,1,0.8,2
2,66.6,0.25,0,1,1,0.8,1
2,66.6,0.25,0,1,1,0.8,0
2,66.6,0.25,0,1,1,0.8,2
2,66.6,0.25,0.5,0,1,0.8,1
2,66.6,0.25,0.5,0,1,0.8,0
2,66.6,0.25,0.5,0,1,0.8,2
2,66.6,0.25,0.5,1,1,0.8,1
2,66.6,0.25,0.5,1,1,0.8,0
2,66.6,0.25,0.5,1,1,0.8,2
2,66.6,0.25,1,0,1,0.8,1
2,66.6,0.25,1,0,1,0.8,0
2,66.6,0.25,1,0,1,0.8,2
2,66.6,0.25,1,1,1,0.8,1
2,66.6,0.25,1,1,1,0.8,0
2,66.6,0.25,1,1,1,0.8,2
2,66.6,0.5,0,0,1,0.8,1
2,66.6,0.5,0,0,1,0.8,0
2,66.6,0.5,0,0,1,0.8,2
2,66.6,0.5,0,1,1,0.8,1
2,66.6,0.5,0,1,1,0.8,0
2,66.6,0.5,0,1,1,0.8,2
2,66.6,0.5,0.5,0,1,0.8,1
2,66.6,0.5,0.5,0,1,0.8,0
2,66.6,0.5,0.5,0,1,0.8,2
2,66.6,0.5,0.5,1,1,0.8,1
2,66.6,0.5,0.5,1,1,0.8,0
2,66.6,0.5,0.5,1,1,0.8,2
2,66.6,0.5,1,0,1,0.8,1
2,66.6,0.5,1,0,1,0.8,0
2,66.6,0.5,1,0,1,0.8,2
2,66.6,0.5,1,1,1,0.8,1
2,66.6,0.5,1,1,1,0.8,0
2,66.6,0.5,1,1,1,0.8,2
2,66.6,0.75,0,0,1,0.8,1
2,66.6,0.75,0,0,1,0.8,0
2,66.6,0.75,0,0,1,0.8,2
2,66.6,0.75,0,1,1,0.8,1
2,66.6,0.75,0,1,1,0.8,0
2,66.6,0.75,0,1,1,0.8,2
2,66.6,0.75,0.5,0,1,0.8,1
2,66.6,0.75,0.5,0,1,0.8,0
2,66.6,0.75,0.5,0,1,0.8,2
2,66.6,0.75,0.5,1,1,0.8,1
2,66.6,0.75,0.5,1,1,0.8,0
2,66.6,0.75,0.5,1,1,0.8,2
2,66.6,0.75,1,0,1,0.8,1
2,66.6,0.75,1,0,1,0.8,0
2,66.6,0.75,1,0,1,0.8,2
2,66.6,0.75,1,1,1,0.8,1
2,66.6,0.75,1,1,1,0.8,0
2,66.6,0.75,1,1,1,0.8,2
2,66.6,1,0,0,1,0.8,1
2,66.6,1,0,0,1,0.8,0
2,66.6,1,0,0,1,0.8,2
2,66.6,1,0,1,1,0.8,1
2,66.6,1,0,1,1,0.8,0
2,66.6,1,0,1,1,0.8,2
2,66.6,1,0.5,0,1,0.8,1
2,66.6,1,0.5,0,1,0.8,0
2,66.6,1,0.5,0,1,0.8,2
2,66.6,1,0.5,1,1,0.8,1
2,66.6,1,0.5,1,1,0.8,0
2,66.6,1,0.5,1,1,0.8,2
2,66.6,1,1,0,1,0.8,1
2,66.6,1,1,0,1,0.8,0
2,66.6,1,1,0,1,0.8,2
2,66.6,1,1,1,1,0.8,1
2,66.6,1,1,1,1,0.8,0
2,66.6,1,1,1,1,0.8,2
3,66.6,0,0,0,1,0.8,1
3,66.6,0,0,0,1,0.8,0
3,66.6,0,0,0,1,0.8,2
3,66.6,0,0,1,1,0.8,1
3,66.6,0,0,1,1,0.8,0
3,66.6,0,0,1,1,0.8,2
3,66.6,0,0.5,0,1,0.8,1
3,66.6,0,0.5,0,1,0.8,0
3,66.6,0,0.5,0,1,0.8,2
3,66.6,0,0.5,1,1,0.8,1
3,66.6,0,0.5,1,1,0.8,0
3,66.6,0,0.5,1,1,0.8,2
3,66.6,0,1,0,1,0.8,1
3,66.6,0,1,0,1,0.8,0
3,66.6,0,1,0,1,0.8,2
3,66.6,0,1,1,1,0.8,1
3,66.6,0,1,1,1,0.8,0
3,66.6,0,1,1,1,0.8,2
3,66.6,0.25,0,0,1,0.8,1
3,66.6,0.25,0,0,1,0.8,0
3,66.6,0.25,0,0,1,0.8,2
3,66.6,0.25,0,1,1,0.8,1
3,66.6,0.25,0,1,1,0.8,0
3,66.6,0.25,0,1,1,0.8,2
3,66.6,0.25,0.5,0,1,0.8,1
3,66.6,0.25,0.5,0,1,0.8,0
3,66.6,0.25,0.5,0,1,0.8,2
3,66.6,0.25,0.5,1,1,0.8,1
3,66.6,0.25,0.5,1,1,0.8,0
3,66.6,0.25,0.5,1,1,0.8,2
3,66.6,0.25,1,0,1,0.8,1
3,66.6,0.25,1,0,1,0.8,0
3,66.6,0.25,1,0,1,0.8,2
3,66.6,0.25,1,1,1,0.8,1
3,66.6,0.25,1,1,1,0.8,0
3,66.6,0.25,1,1,1,0.8,2
3,66.6,0.5,0,0,1,0.8,1
3,66.6,0.5,0,0,1,0.8,0
3,66.6,0.5,0,0,1,0.8,2
3,66.6,0.5,0,1,1,0.8,1
3,66.6,0.5,0,1,1,0.8,0
3,66.6,0.5,0,1,1,0.8,2
3,66.6,0.5,0.5,0,1,0.8,1
3,66.6,0.5,0.5,0,1,0.8,0
3,66.6,0.5,0.5,0,1,0.8,2
3,66.6,0.5,0.5,1,1,0.8,1
3,66.6,0.5,0.5,1,1,0.8,0
3,66.6,0.5,0.5,1,1,0.8,2
3,66.6,0.5,1,0,1,0.8,1
3,66.6,0.5,1,0,1,0.8,0
3,66.6,0.5,1,0,1,0.8,2
3,66.6,0.5,1,1,1,0.8,1
3,66.6,0.5,1,1,1,0.8,0
3,66.6,0.5,1,1,1,0.8,2
3,66.6,0.75,0,0,1,0.8,1
3,66.6,0.75,0,0,1,0.8,0
3,66.6,0.75,0,0,1,0.8,2
3,66.6,0.75,0,1,1,0.8,1
3,66.6,0.75,0,1,1,0.8,0
3,66.6,0.75,0,1,1,0.8,2
3,66.6,0.75,0.5,0,1,0.8,1
3,66.6,0.75,0.5,0,1,0.8,0
3,66.6,0.75,0.5,0,1,0.8,2
3,66.6,0.75,0.5,1,1,0.8,1
3,66.6,0.75,0.5,1,1,0.8,0
3,66.6,0.75,0.5,1,1,0.8,2
3,66.6,0.75,1,0,1,0.8,1
3,66.6,0.75,1,0,1,0.8,0
3,66.6,0.75,1,0,1,0.8,2
3,66.6,0.75,1,1,1,0.8,1
3,66.6,0.75,1,1,1,0.8,0
3,66.6,0.75,1,1,1,0.8,2
3,66.6,1,0,0,1,0.8,1
3,66.6,1,0,0,1,0.8,0
3,66.6,1,0,0,1,0.8,2
3,66.6,1,0,1,1,0.8,1
3,66.6,1,0,1,1,0.8,0
3,66.6,1,0,1,1,0.8,2
3,66.6,1,0.5,0,1,0.8,1
3,66.6,1,0.5,0,1,0.8,0
3,66.6,1,0.5,0,1,0.8,2
3,66.6,1,0.5,1,1,0.8,1
3,66.6,1,0.5,1,1,0.8,0
3,66.6,1,0.5,1,1,0.8,2
3,66.6,1,1,0,1,0.8,1
3,66.6,1,1,0,1,0.8,0
3,66.6,1,1,0,1,0.8,2
3,66.6,1,1,1,1,0.8,1
3,66.6,1,1,1,1,0.8,0
3,66.6,1,1,1,1,0.8,2
1,100,0,0,0,1,0.8,1
1,100,0,0,0,1,0.8,0
1,100,0,0,0,1,0.8,2
1,100,0,0,1,1,0.8,1
1,100,0,0,1,1,0.8,0
1,100,0,0,1,1,0.8,2
1,100,0,0.5,0,1,0.8,1
1,100,0,0.5,0,1,0.8,0
1,100,0,0.5,0,1,0.8,2
1,100,0,0.5,1,1,0.8,1
1,100,0,0.5,1,1,0.8,0
1,100,0,0.5,1,1,0.8,2
1,100,0,1,0,1,0.8,1
1,100,0,1,0,1,0.8,0
1,100,0,1,0,1,0.8,2
1,100,0,1,1,1,0.8,1
1,100,0,1,1,1,0.8,0
1,100,0,1,1,1,0.8,2
1,100,0.25,0,0,1,0.8,1
1,100,0.25,0,0,1,0.8,0
1,100,0.25,0,0,1,0.8,2
1,100,0.25,0,1,1,0.8,1
1,100,0.25,0,1,1,0.8,0
1,100,0.25,0,1,1,0.8,2
1,100,0.25,0.5,0,1,0.8,1
1,100,0.25,0.5,0,1,0.8,0
1,100,0.25,0.5,0,1,0.8,2
1,100,0.25,0.5,1,1,0.8,1
1,100,0.25,0.5,1,1,0.8,0
1,100,0.25,0.5,1,1,0.8,2
1,100,0.25,1,0,1,0.8,1
1,100,0.25,1,0,1,0.8,0
1,100,0.25,1,0,1,0.8,2
1,100,0.25,1,1,1,0.8,1
1,100,0.25,1,1,1,0.8,0
1,100,0.25,1,1,1,0.8,2
1,100,0.5,0,0,1,0.8,1
1,100,0.5,0,0,1,0.8,0
1,100,0.5,0,0,1,0.8,2
1,100,0.5,0,1,1,0.8,1
1,100,0.5,0,1,1,0.8,0
1,100,0.5,0,1,1,0.8,2
1,100,0.5,0.5,0,1,0.8,1
1,100,0.5,0.5,0,1,0.8,0
1,100,0.5,0.5,0,1,0.8,2
1,100,0.5,0.5,1,1,0.8,1
1,100,0.5,0.5,1,1,0.8,0
1,100,0.5,0.5,1,1,0.8,2
1,100,0.5,1,0,1,0.8,1
1,100,0.5,1,0,1,0.8,0
1,100,0.5,1,0,1,0.8,2
1,100,0.5,1,1,1,0.8,1
1,100,0.5,1,1,1,0.8,0
1,100,0.5,1,1,1,0.8,2
1,100,0.75,0,0,1,0.8,1
1,100,0.75,0,0,1,0.8,0
1,100,0.75,0,0,1,0.8,2
1,100,0.75,0,1,1,0.8,1
1,100,0.75,0,1,1,0.8,0
1,100,0.75,0,1,1,0.8,2
1,100,0.75,0.5,0,1,0.8,1
1,100,0.75,0.5,0,1,0.8,0
1,100,0.75,0.5,0,1,0.8,2
1,100,0.75,0.5,1,1,0.8,1
1,100,0.75,0.5,1,1,0.8,0
1,100,0.75,0.5,1,1,0.8,2
1,100,0.75,1,0,1,0.8,1
1,100,0.75,1,0,1,0.8,0
1,100,0.75,1,0,1,0.8,2
1,100,0.75,1,1,1,0.8,1
1,100,0.75,1,1,1,0.8,0
1,100,0.75,1,1,1,0.8,2
1,100,1,0,0,1,0.8,1
1,100,1,0,0,1,0.8,0
1,100,1,0,0,1,0.8,2
1,100,1,0,1,1,0.8,1
1,100,1,0,1,1,0.8,0
1,100,1,0,1,1,0.8,2
1,100,1,0.5,0,1,0.8,1
1,100,1,0.5,0,1,0.8,0
1,100,1,0.5,0,1,0.8,2
1,100,1,0.5,1,1,0.8,1
1,100,1,0.5,1,1,0.8,0
1,100,1,0.5,1,1,0.8,2
1,100,1,1,0,1,0.8,1
1,100,1,1,0,1,0.8,0
1,100,1,1,0,1,0.8,2
1,100,1,1,1,1,0.8,1
1,100,1,1,1,1,0.8,0
1,100,1,1,1,1,0.8,2
2,100,0,0,0,1,0.8,1
2,100,0,0,0,1,0.8,0
2,100,0,0,0,1,0.8,2
2,100,0,0,1,1,0.8,1
2,100,0,0,1,1,0.8,0
2,100,0,0,1,1,0.8,2
2,100,0,0.5,0,1,0.8,1
2,100,0,0.5,0,1,0.8,0
2,100,0,0.5,0,1,0.8,2
2,100,0,0.5,1,1,0.8,1
2,100,0,0.5,1,1,0.8,0
2,100,0,0.5,1,1,0.8,2
2,100,0,1,0,1,0.8,1
2,100,0,1,0,1,0.8,0
2,100,0,1,0,1,0.8,2
2,100,0,1,1,1,0.8,1
2,100,0,1,1,1,0.8,0
2,100,0,1,1,1,0.8,2
2,100,0.25,0,0,1,0.8,1
2,100,0.25,0,0,1,0.8,0
2,100,0.25,0,0,1,0.8,2
2,100,0.25,0,1,1,0.8,1
2,100,0.25,0,1,1,0.8,0
2,100,0.25,0,1,1,0.8,2
2,100,0.25,0.5,0,1,0.8,1
2,100,0.25,0.5,0,1,0.8,0
2,100,0.25,0.5,0,1,0.8,2
2,100,0.25,0.5,1,1,0.8,1
2,100,0.25,0.5,1,1,0.8,0
2,100,0.25,0.5,1,1,0.8,2
2,100,0.25,1,0,1,0.8,1
2,100,0.25,1,0,1,0.8,0
2,100,0.25,1,0,1,0.8,2
2,100,0.25,1,1,1,0.8,1
