10y,20y,30y,40y,50y,60y,70y,80y,90y,100y
2135.166667,2161.166667,2242.166667,2244.166667,2244.166667,2244.166667,2244.166667,2244.166667,2244.166667,2244.166667
2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667
1177.166667,1631.166667,1631.166667,1631.166667,1631.166667,1631.166667,1717.166667,1820.166667,1925.166667,2030.166667
2104.166667,2104.166667,2104.166667,2104.166667,2104.166667,2104.166667,2104.166667,2104.166667,2104.166667,2531.166667
1683.166667,1744.166667,1780.166667,1837.166667,1891.166667,1939.166667,1978.166667,2008.166667,2026.166667,2033.166667
1554.166667,1555.166667,1555.166667,1555.166667,1555.166667,1555.166667,1556.166667,1556.166667,1556.166667,1556.166667
1940.166667,2165.166667,2340.166667,2520.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667
1602.166667,1718.166667,1791.166667,1921.166667,2058.166667,2196.166667,2331.166667,2456.166667,2531.166667,2531.166667
1399.166667,1714.166667,1714.166667,1714.166667,1714.166667,1714.166667,1767.166667,1828.166667,1889.166667,1948.166667
1195.166667,1384.166667,1567.166667,1810.166667,2075.166667,2341.166667,2531.166667,2531.166667,2531.166667,2531.166667
2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667
1202.166667,1632.166667,1632.166667,1632.166667,1632.166667,1632.166667,1709.166667,1799.166667,1888.166667,1973.166667
1562.166667,1927.166667,2147.166667,2147.166667,2147.166667,2147.166667,2147.166667,2147.166667,2147.166667,2531.166667
1400.166667,1417.166667,1432.166667,1470.166667,1524.166667,1594.166667,1675.166667,1755.166667,1822.166667,1861.166667
1054.166667,1150.166667,1150.166667,1150.166667,1150.166667,1150.166667,1150.166667,1150.166667,1150.166667,1150.166667
1877.166667,1877.166667,1877.166667,1877.166667,1877.166667,1877.166667,1877.166667,1877.166667,1877.166667,2083.166667
2467.166667,2467.166667,2467.166667,2467.166667,2467.166667,2467.166667,2467.166667,2467.166667,2467.166667,2467.166667
1537.166667,1537.166667,1537.166667,1537.166667,1537.166667,1537.166667,1537.166667,1537.166667,1537.166667,1537.166667
1596.166667,1679.166667,1746.166667,1823.166667,1895.166667,1959.166667,2011.166667,2050.166667,2072.166667,2077.166667
1081.166667,1154.166667,1203.166667,1293.166667,1394.166667,1503.166667,1617.166667,1735.166667,1852.166667,1965.166667
778.1666667,1018.166667,1018.166667,1018.166667,1018.166667,1018.166667,1091.166667,1195.166667,1315.166667,1453.166667
1309.166667,1315.166667,1329.166667,1371.166667,1461.166667,1619.166667,1837.166667,2063.166667,2211.166667,2232.166667
1002.166667,1068.166667,1109.166667,1181.166667,1257.166667,1333.166667,1407.166667,1479.166667,1545.166667,1604.166667
712.1666667,869.1666667,869.1666667,869.1666667,869.1666667,869.1666667,899.1666667,936.1666667,974.1666667,1013.166667
1120.166667,1212.166667,1284.166667,1359.166667,1416.166667,1448.166667,1453.166667,1453.166667,1513.166667,2082.166667
1894.166667,1894.166667,1894.166667,1894.166667,1894.166667,1894.166667,1894.166667,1894.166667,1894.166667,1894.166667
570.1666667,1730.166667,1730.166667,1730.166667,1730.166667,1730.166667,1735.166667,1735.166667,1735.166667,1735.166667
1931.166667,1931.166667,1931.166667,1931.166667,1931.166667,1931.166667,1931.166667,1931.166667,1931.166667,1931.166667
919.1666667,944.1666667,970.1666667,1042.166667,1157.166667,1306.166667,1455.166667,1558.166667,1580.166667,1580.166667
832.1666667,913.1666667,913.1666667,913.1666667,913.1666667,913.1666667,980.1666667,1099.166667,1247.166667,1390.166667
922.1666667,1019.166667,1114.166667,1239.166667,1376.166667,1513.166667,1639.166667,1741.166667,1811.166667,1839.166667
1048.166667,1106.166667,1141.166667,1201.166667,1262.166667,1323.166667,1383.166667,1440.166667,1493.166667,1541.166667
713.1666667,866.1666667,866.1666667,866.1666667,866.1666667,866.1666667,893.1666667,926.1666667,959.1666667,993.1666667
1259.166667,1259.166667,1259.166667,1259.166667,1509.166667,1509.166667,1509.166667,1509.166667,1509.166667,1882.166667
1113.166667,1796.166667,1863.166667,1863.166667,1863.166667,1863.166667,1863.166667,1863.166667,1863.166667,1863.166667
1695.166667,1695.166667,1695.166667,1695.166667,1695.166667,1695.166667,1695.166667,1695.166667,1695.166667,1695.166667
729.1666667,729.1666667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667
894.1666667,987.1666667,1043.166667,1137.166667,1232.166667,1322.166667,1406.166667,1482.166667,1546.166667,1597.166667
717.1666667,1049.166667,1049.166667,1049.166667,1049.166667,1049.166667,1108.166667,1180.166667,1251.166667,1322.166667
961.1666667,993.1666667,1043.166667,1139.166667,1283.166667,1465.166667,1653.166667,1797.166667,1853.166667,1853.166667
1195.166667,1300.166667,1360.166667,1454.166667,1540.166667,1612.166667,1669.166667,1707.166667,1727.166667,1729.166667
1011.166667,1075.166667,1075.166667,1075.166667,1075.166667,1075.166667,1085.166667,1098.166667,1109.166667,1121.166667
1227.166667,1338.166667,1449.166667,1596.166667,1751.166667,1895.166667,2009.166667,2076.166667,2089.166667,2089.166667
2076.166667,2076.166667,2076.166667,2076.166667,2076.166667,2076.166667,2076.166667,2076.166667,2076.166667,2076.166667
2260.166667,2260.166667,2260.166667,2260.166667,2260.166667,2260.166667,2260.166667,2260.166667,2260.166667,2260.166667
1620.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667,2531.166667
1104.166667,1213.166667,1275.166667,1376.166667,1468.166667,1546.166667,1606.166667,1647.166667,1665.166667,1666.166667
933.1666667,1046.166667,1046.166667,1046.166667,1046.166667,1046.166667,1064.166667,1085.166667,1106.166667,1126.166667
1182.166667,1292.166667,1383.166667,1487.166667,1588.166667,1678.166667,1755.166667,1814.166667,1852.166667,1867.166667
1031.166667,1092.166667,1128.166667,1188.166667,1247.166667,1304.166667,1358.166667,1407.166667,1450.166667,1486.166667
924.1666667,924.1666667,924.1666667,924.1666667,924.1666667,924.1666667,924.1666667,924.1666667,924.1666667,924.1666667
1366.166667,1386.166667,1405.166667,1426.166667,1442.166667,1451.166667,1463.166667,1540.166667,1731.166667,1819.166667
2252.166667,2252.166667,2252.166667,2252.166667,2252.166667,2252.166667,2252.166667,2252.166667,2252.166667,2252.166667
841.1666667,1707.166667,1707.166667,1707.166667,1707.166667,1707.166667,1707.166667,1707.166667,1707.166667,1707.166667
763.1666667,1614.166667,2107.166667,2107.166667,2107.166667,2107.166667,2107.166667,2107.166667,2107.166667,2107.166667
1194.166667,1194.166667,1194.166667,1194.166667,1194.166667,1194.166667,1518.166667,1518.166667,1518.166667,1518.166667
881.1666667,967.1666667,967.1666667,967.1666667,967.1666667,1103.166667,1103.166667,1103.166667,1103.166667,1103.166667
1385.166667,1385.166667,1385.166667,1385.166667,1385.166667,1385.166667,1776.166667,1776.166667,1776.166667,1776.166667
1027.166667,1097.166667,1139.166667,1209.166667,1277.166667,1339.166667,1393.166667,1435.166667,1464.166667,1478.166667
931.1666667,931.1666667,931.1666667,931.1666667,931.1666667,931.1666667,931.1666667,931.1666667,931.1666667,931.1666667
1143.166667,1180.166667,1226.166667,1298.166667,1393.166667,1503.166667,1618.166667,1722.166667,1795.166667,1826.166667
1944.166667,1944.166667,1944.166667,1944.166667,1944.166667,1944.166667,1944.166667,1944.166667,1944.166667,1944.166667
1660.166667,1660.166667,1660.166667,1660.166667,1660.166667,1660.166667,1660.166667,1660.166667,1660.166667,1660.166667
1404.166667,1405.166667,2269.166667,2269.166667,2269.166667,2269.166667,2269.166667,2269.166667,2269.166667,2269.166667
968.1666667,1047.166667,1094.166667,1171.166667,1247.166667,1317.166667,1379.166667,1432.166667,1473.166667,1502.166667
844.1666667,990.1666667,990.1666667,990.1666667,990.1666667,1108.166667,1108.166667,1115.166667,1115.166667,1115.166667
1257.166667,1257.166667,1257.166667,1257.166667,1313.166667,1637.166667,1642.166667,1642.166667,1642.166667,1642.166667
1180.166667,1252.166667,1301.166667,1378.166667,1429.166667,1437.166667,1437.166667,1437.166667,1437.166667,2082.166667
1076.166667,1076.166667,1076.166667,1076.166667,1076.166667,1076.166667,1076.166667,1076.166667,1076.166667,1076.166667
1392.166667,1451.166667,1511.166667,1594.166667,1689.166667,1787.166667,1881.166667,1961.166667,2015.166667,2039.166667
2114.166667,2114.166667,2114.166667,2114.166667,2114.166667,2114.166667,2114.166667,2114.166667,2114.166667,2114.166667
1917.166667,1917.166667,1917.166667,1917.166667,1917.166667,1917.166667,1917.166667,1917.166667,1917.166667,1917.166667
1919.166667,1954.166667,2454.166667,2454.166667,2454.166667,2454.166667,2454.166667,2454.166667,2454.166667,2454.166667
1312.166667,1317.166667,1317.166667,1317.166667,1317.166667,1317.166667,1925.166667,1925.166667,1925.166667,1925.166667
1089.166667,1089.166667,1089.166667,1089.166667,1089.166667,1089.166667,1089.166667,1089.166667,1089.166667,1089.166667
1387.166667,1387.166667,1393.166667,1749.166667,1881.166667,1881.166667,1881.166667,1881.166667,1881.166667,1881.166667
1125.166667,1173.166667,1199.166667,1237.166667,1271.166667,1301.166667,1332.166667,1378.166667,1458.166667,1600.166667
979.1666667,979.1666667,979.1666667,979.1666667,979.1666667,979.1666667,979.1666667,979.1666667,979.1666667,979.1666667
1099.166667,1226.166667,1326.166667,1438.166667,1542.166667,1634.166667,1710.166667,1767.166667,1804.166667,1820.166667
1721.166667,2168.166667,2168.166667,2168.166667,2168.166667,2168.166667,2168.166667,2168.166667,2168.166667,2168.166667
734.1666667,1762.166667,1762.166667,1762.166667,1762.166667,1762.166667,1762.166667,1762.166667,1762.166667,1762.166667
2144.166667,2144.166667,2144.166667,2144.166667,2144.166667,2144.166667,2144.166667,2144.166667,2144.166667,2144.166667
