10y,20y,30y,40y,50y,60y,70y,80y,90y,100y
1325.4375,1385.0625,1428.9375,1517.8125,1619.0625,1719.1875,1800.1875,1849.6875,1857.5625,1857.5625
945.1875,1157.8125,1157.8125,1157.8125,1157.8125,1157.8125,1187.0625,1218.5625,1245.5625,1269.1875
1417.6875,1508.8125,1597.6875,1715.8125,1840.6875,1962.1875,2066.8125,2141.0625,2175.9375,2178.1875
1173.5625,1224.1875,1255.6875,1311.9375,1373.8125,1437.9375,1502.0625,1566.1875,1629.1875,1686.5625
1028.4375,1028.4375,1028.4375,1028.4375,1028.4375,1028.4375,1028.4375,1028.4375,1028.4375,1028.4375
1241.0625,1296.1875,1355.8125,1444.6875,1551.5625,1669.6875,1785.5625,1885.6875,1957.6875,1988.0625
1595.4375,1595.4375,2267.0625,2267.0625,2267.0625,2267.0625,2267.0625,2267.0625,2267.0625,2267.0625
868.6875,1877.8125,1877.8125,1877.8125,1877.8125,1877.8125,1878.9375,1878.9375,1878.9375,1878.9375
1324.3125,1660.6875,2016.1875,2016.1875,2016.1875,2016.1875,2016.1875,2016.1875,2016.1875,2016.1875
1260.1875,1260.1875,1260.1875,1260.1875,1260.1875,1588.6875,1588.6875,1589.8125,1589.8125,1589.8125
937.3125,1037.4375,1037.4375,1037.4375,1037.4375,1037.4375,1205.0625,1209.5625,1209.5625,1209.5625
1163.4375,1296.1875,1408.6875,1539.1875,1658.4375,1757.4375,1826.0625,1859.8125,1862.0625,1862.0625
1347.9375,1347.9375,1347.9375,1347.9375,1347.9375,1347.9375,1353.5625,1389.5625,1541.4375,1934.0625
1064.4375,1064.4375,1064.4375,1064.4375,1064.4375,1064.4375,1064.4375,1064.4375,1064.4375,1064.4375
1170.1875,1305.1875,1416.5625,1542.5625,1662.9375,1769.8125,1859.8125,1929.5625,1973.4375,1990.3125
878.8125,1567.3125,2247.9375,2247.9375,2247.9375,2247.9375,2247.9375,2247.9375,2247.9375,2247.9375
1844.0625,2125.3125,2125.3125,2125.3125,2125.3125,2125.3125,2125.3125,2125.3125,2125.3125,2125.3125
2314.3125,2314.3125,2314.3125,2314.3125,2314.3125,2314.3125,2314.3125,2314.3125,2314.3125,2314.3125
1318.6875,1319.8125,1319.8125,1319.8125,1319.8125,1324.3125,1381.6875,1549.3125,1594.3125,1594.3125
1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375
1052.0625,1233.1875,1377.1875,1534.6875,1671.9375,1781.0625,1853.0625,1883.4375,1884.5625,1884.5625
1301.8125,1385.0625,1435.6875,1521.1875,1606.6875,1686.5625,1759.6875,1822.6875,1872.1875,1907.0625
1193.8125,1193.8125,1193.8125,1193.8125,1193.8125,1193.8125,1193.8125,1193.8125,1193.8125,1193.8125
1448.0625,1533.5625,1613.4375,1714.6875,1821.5625,1926.1875,2018.4375,2092.6875,2139.9375,2156.8125
1689.9375,1689.9375,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
2260.3125,2261.4375,2261.4375,2261.4375,2261.4375,2261.4375,2261.4375,2261.4375,2261.4375,2261.4375
2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1368.1875,1567.3125,1666.3125,1777.6875,1800.1875,1800.1875,1800.1875,1800.1875,1800.1875,1800.1875
1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125
1322.0625,1477.3125,1647.1875,1869.9375,2069.0625,2182.6875,2193.9375,2193.9375,2193.9375,2193.9375
1268.0625,1311.9375,1337.8125,1380.5625,1422.1875,1462.6875,1500.9375,1535.8125,1568.4375,1596.5625
1112.8125,1112.8125,1112.8125,1112.8125,1112.8125,1112.8125,1112.8125,1112.8125,1112.8125,1112.8125
1342.3125,1436.8125,1518.9375,1619.0625,1716.9375,1803.5625,1874.4375,1921.6875,1940.8125,1940.8125
1184.8125,1185.9375,2263.6875,2265.9375,2267.0625,2267.0625,2267.0625,2267.0625,2267.0625,2267.0625
2034.1875,2034.1875,2034.1875,2034.1875,2034.1875,2034.1875,2034.1875,2034.1875,2034.1875,2034.1875
1158.9375,1158.9375,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625
1370.4375,1400.8125,1421.0625,1455.9375,1493.0625,1533.5625,1572.9375,1612.3125,1649.4375,1683.1875
1226.4375,1226.4375,1226.4375,1226.4375,1226.4375,1226.4375,1226.4375,1226.4375,1226.4375,1226.4375
1202.8125,1390.6875,1536.9375,1691.0625,1817.0625,1903.6875,1945.3125,1948.6875,1948.6875,1948.6875
1275.9375,1315.3125,1338.9375,1378.3125,1417.6875,1455.9375,1491.9375,1525.6875,1556.0625,1581.9375
1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875
1677.5625,1677.5625,1677.5625,1677.5625,1677.5625,1677.5625,1677.5625,1677.5625,2228.8125,2279.4375
2042.0625,2042.0625,2042.0625,2042.0625,2042.0625,2042.0625,2042.0625,2042.0625,2042.0625,2042.0625
2679.9375,2837.4375,2837.4375,2837.4375,2837.4375,2837.4375,2847.5625,2847.5625,2847.5625,2847.5625
2830.6875,2830.6875,2830.6875,2830.6875,2830.6875,2830.6875,2830.6875,2830.6875,2830.6875,2830.6875
1142.0625,1275.9375,1352.4375,1470.5625,1568.4375,1634.8125,1662.9375,1664.0625,1664.0625,1664.0625
1137.5625,1137.5625,1137.5625,1137.5625,1137.5625,1137.5625,1137.5625,1137.5625,1137.5625,1137.5625
1223.0625,1430.0625,1593.1875,1766.4375,1907.0625,2000.4375,2038.6875,2039.8125,2039.8125,2039.8125
1341.1875,1415.4375,1459.3125,1533.5625,1607.8125,1679.8125,1748.4375,1812.5625,1869.9375,1921.6875
1200.5625,1200.5625,1200.5625,1200.5625,1200.5625,1200.5625,1200.5625,1200.5625,1200.5625,1200.5625
1446.9375,1500.9375,1559.4375,1647.1875,1754.0625,1869.9375,1981.3125,2071.3125,2124.1875,2132.0625
1607.8125,1607.8125,2519.0625,2519.0625,2519.0625,2519.0625,2519.0625,2519.0625,2519.0625,2519.0625
1391.8125,2453.8125,2453.8125,2453.8125,2453.8125,2453.8125,2453.8125,2453.8125,2453.8125,2453.8125
2585.4375,2602.3125,2612.4375,2622.5625,2629.3125,2632.6875,2633.8125,2633.8125,2633.8125,2633.8125
1443.5625,1543.6875,1603.3125,1701.1875,1792.3125,1868.8125,1925.0625,1956.5625,1962.1875,1962.1875
1298.4375,1298.4375,1298.4375,1298.4375,1298.4375,1298.4375,1298.4375,1298.4375,1298.4375,1298.4375
1426.6875,1601.0625,1703.4375,1767.5625,1774.3125,1921.6875,2204.0625,2205.1875,2205.1875,2205.1875
1261.3125,1324.3125,1361.4375,1425.5625,1489.6875,1552.6875,1613.4375,1671.9375,1724.8125,1772.0625
1130.8125,1130.8125,1130.8125,1130.8125,1130.8125,1130.8125,1130.8125,1130.8125,1130.8125,1130.8125
1759.6875,1759.6875,1759.6875,1759.6875,1759.6875,1759.6875,1759.6875,1759.6875,1759.6875,2291.8125
2372.8125,2372.8125,2372.8125,2372.8125,2372.8125,2372.8125,2372.8125,2372.8125,2372.8125,2372.8125
2011.6875,2069.0625,2069.0625,2069.0625,2069.0625,2069.0625,2078.0625,2088.1875,2098.3125,2108.4375
2442.5625,2442.5625,2442.5625,2442.5625,2442.5625,2442.5625,2442.5625,2442.5625,2442.5625,2442.5625
1363.6875,1363.6875,1363.6875,1363.6875,1363.6875,1363.6875,1759.6875,1759.6875,1759.6875,1759.6875
1212.9375,1212.9375,1212.9375,1212.9375,1212.9375,1212.9375,1212.9375,1212.9375,1212.9375,1212.9375
1687.6875,1687.6875,1687.6875,1687.6875,1687.6875,2071.3125,2071.3125,2071.3125,2071.3125,2071.3125
1592.0625,1592.0625,1592.0625,1592.0625,1592.0625,1592.0625,1592.0625,1592.0625,1592.0625,1592.0625
1066.6875,1261.3125,1261.3125,1261.3125,1261.3125,1261.3125,1293.9375,1333.3125,1372.6875,1410.9375
1295.0625,1494.1875,1657.3125,1844.0625,2021.8125,2180.4375,2315.4375,2420.0625,2487.5625,2514.5625
2065.6875,2065.6875,2065.6875,2065.6875,2065.6875,2065.6875,2065.6875,2065.6875,2065.6875,2065.6875
2107.3125,2107.3125,2107.3125,2107.3125,2107.3125,2107.3125,2107.3125,2107.3125,2107.3125,2107.3125
2474.0625,2474.0625,2474.0625,2474.0625,2474.0625,2474.0625,2474.0625,2474.0625,2474.0625,2474.0625
1347.9375,1442.4375,1494.1875,1572.9375,1635.9375,1679.8125,1700.0625,1701.1875,1701.1875,1701.1875
1191.5625,1191.5625,1191.5625,1191.5625,1191.5625,1191.5625,1191.5625,1191.5625,1191.5625,1191.5625
1743.9375,1881.1875,1999.3125,2129.8125,2241.1875,2315.4375,2343.5625,2343.5625,2343.5625,2343.5625
810.1875,1755.1875,2046.5625,2047.6875,2047.6875,2047.6875,2047.6875,2047.6875,2047.6875,2047.6875
1415.4375,1459.3125,1459.3125,1459.3125,1459.3125,1459.3125,1468.3125,1478.4375,1489.6875,1500.9375
1629.1875,1795.6875,1934.0625,2090.4375,2227.6875,2332.3125,2391.9375,2403.1875,2403.1875,2403.1875
1585.3125,1585.3125,1585.3125,1585.3125,1585.3125,1585.3125,1585.3125,2847.5625,2847.5625,2847.5625
1205.0625,1279.3125,1279.3125,1279.3125,1279.3125,1279.3125,1394.0625,1682.0625,2191.6875,2847.5625
2785.6875,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
2454.9375,2475.1875,2475.1875,2475.1875,2475.1875,2475.1875,2475.1875,2475.1875,2475.1875,2847.5625
1277.0625,1349.0625,1349.0625,1349.0625,1349.0625,1349.0625,1538.0625,2031.9375,2578.6875,2684.4375
2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1811.4375,1918.3125,1982.4375,2091.5625,2196.1875,2286.1875,2354.8125,2396.4375,2407.6875,2407.6875
1756.3125,1760.8125,1760.8125,1760.8125,1760.8125,1760.8125,1760.8125,1760.8125,1760.8125,1760.8125
1993.6875,2062.3125,2114.0625,2166.9375,2210.8125,2242.3125,2260.3125,2263.6875,2263.6875,2263.6875
1862.0625,1862.0625,2313.1875,2313.1875,2313.1875,2313.1875,2313.1875,2313.1875,2793.5625,2847.5625
1266.9375,1943.0625,1943.0625,1943.0625,1943.0625,1943.0625,2048.8125,2166.9375,2274.9375,2368.3125
2402.0625,2431.3125,2522.4375,2524.6875,2524.6875,2524.6875,2524.6875,2524.6875,2524.6875,2524.6875
2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1324.3125,1835.0625,1835.0625,1835.0625,1835.0625,1835.0625,1931.8125,2047.6875,2165.8125,2283.9375
2367.1875,2367.1875,2367.1875,2367.1875,2367.1875,2367.1875,2367.1875,2367.1875,2367.1875,2847.5625
1893.5625,1962.1875,2002.6875,2066.8125,2127.5625,2181.5625,2225.4375,2259.1875,2279.4375,2287.3125
1748.4375,1749.5625,1749.5625,1749.5625,1749.5625,1749.5625,1750.6875,1750.6875,1750.6875,1750.6875
2182.6875,2435.8125,2632.6875,2835.1875,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1802.4375,1932.9375,2015.0625,2161.3125,2315.4375,2470.6875,2622.5625,2763.1875,2847.5625,2847.5625
1574.0625,1928.4375,1928.4375,1928.4375,1928.4375,1928.4375,1988.0625,2056.6875,2125.3125,2191.6875
1344.5625,1557.1875,1763.0625,2036.4375,2334.5625,2633.8125,2847.5625,2847.5625,2847.5625,2847.5625
2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1352.4375,1836.1875,1836.1875,1836.1875,1836.1875,1836.1875,1922.8125,2024.0625,2124.1875,2219.8125
1757.4375,2168.0625,2415.5625,2415.5625,2415.5625,2415.5625,2415.5625,2415.5625,2415.5625,2847.5625
1575.1875,1594.3125,1611.1875,1653.9375,1714.6875,1793.4375,1884.5625,1974.5625,2049.9375,2093.8125
1185.9375,1293.9375,1293.9375,1293.9375,1293.9375,1293.9375,1293.9375,1293.9375,1293.9375,1293.9375
2111.8125,2111.8125,2111.8125,2111.8125,2111.8125,2111.8125,2111.8125,2111.8125,2111.8125,2343.5625
2775.5625,2775.5625,2775.5625,2775.5625,2775.5625,2775.5625,2775.5625,2775.5625,2775.5625,2775.5625
1729.3125,1729.3125,1729.3125,1729.3125,1729.3125,1729.3125,1729.3125,1729.3125,1729.3125,1729.3125
1795.6875,1889.0625,1964.4375,2051.0625,2132.0625,2204.0625,2262.5625,2306.4375,2331.1875,2336.8125
1216.3125,1298.4375,1353.5625,1454.8125,1568.4375,1691.0625,1819.3125,1952.0625,2083.6875,2210.8125
875.4375,1145.4375,1145.4375,1145.4375,1145.4375,1145.4375,1227.5625,1344.5625,1479.5625,1634.8125
1472.8125,1479.5625,1495.3125,1542.5625,1643.8125,1821.5625,2066.8125,2321.0625,2487.5625,2511.1875
1127.4375,1201.6875,1247.8125,1328.8125,1414.3125,1499.8125,1583.0625,1664.0625,1738.3125,1804.6875
801.1875,977.8125,977.8125,977.8125,977.8125,977.8125,1011.5625,1053.1875,1095.9375,1139.8125
1260.1875,1363.6875,1444.6875,1529.0625,1593.1875,1629.1875,1634.8125,1634.8125,1702.3125,2342.4375
2130.9375,2130.9375,2130.9375,2130.9375,2130.9375,2130.9375,2130.9375,2130.9375,2130.9375,2130.9375
641.4375,1946.4375,1946.4375,1946.4375,1946.4375,1946.4375,1952.0625,1952.0625,1952.0625,1952.0625
2172.5625,2172.5625,2172.5625,2172.5625,2172.5625,2172.5625,2172.5625,2172.5625,2172.5625,2172.5625
1034.0625,1062.1875,1091.4375,1172.4375,1301.8125,1469.4375,1637.0625,1752.9375,1777.6875,1777.6875
936.1875,1027.3125,1027.3125,1027.3125,1027.3125,1027.3125,1102.6875,1236.5625,1403.0625,1563.9375
1037.4375,1146.5625,1253.4375,1394.0625,1548.1875,1702.3125,1844.0625,1958.8125,2037.5625,2069.0625
1179.1875,1244.4375,1283.8125,1351.3125,1419.9375,1488.5625,1556.0625,1620.1875,1679.8125,1733.8125
802.3125,974.4375,974.4375,974.4375,974.4375,974.4375,1004.8125,1041.9375,1079.0625,1117.3125
1416.5625,1416.5625,1416.5625,1416.5625,1697.8125,1697.8125,1697.8125,1697.8125,1697.8125,2117.4375
1252.3125,2020.6875,2096.0625,2096.0625,2096.0625,2096.0625,2096.0625,2096.0625,2096.0625,2096.0625
1907.0625,1907.0625,1907.0625,1907.0625,1907.0625,1907.0625,1907.0625,1907.0625,1907.0625,1907.0625
820.3125,820.3125,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1005.9375,1110.5625,1173.5625,1279.3125,1386.1875,1487.4375,1581.9375,1667.4375,1739.4375,1796.8125
806.8125,1180.3125,1180.3125,1180.3125,1180.3125,1180.3125,1246.6875,1327.6875,1407.5625,1487.4375
1081.3125,1117.3125,1173.5625,1281.5625,1443.5625,1648.3125,1859.8125,2021.8125,2084.8125,2084.8125
1344.5625,1462.6875,1530.1875,1635.9375,1732.6875,1813.6875,1877.8125,1920.5625,1943.0625,1945.3125
1137.5625,1209.5625,1209.5625,1209.5625,1209.5625,1209.5625,1220.8125,1235.4375,1247.8125,1261.3125
1380.5625,1505.4375,1630.3125,1795.6875,1970.0625,2132.0625,2260.3125,2335.6875,2350.3125,2350.3125
2335.6875,2335.6875,2335.6875,2335.6875,2335.6875,2335.6875,2335.6875,2335.6875,2335.6875,2335.6875
2542.6875,2542.6875,2542.6875,2542.6875,2542.6875,2542.6875,2542.6875,2542.6875,2542.6875,2542.6875
1822.6875,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1242.1875,1364.8125,1434.5625,1548.1875,1651.6875,1739.4375,1806.9375,1853.0625,1873.3125,1874.4375
1049.8125,1176.9375,1176.9375,1176.9375,1176.9375,1176.9375,1197.1875,1220.8125,1244.4375,1266.9375
1329.9375,1453.6875,1556.0625,1673.0625,1786.6875,1887.9375,1974.5625,2040.9375,2083.6875,2100.5625
1160.0625,1228.6875,1269.1875,1336.6875,1403.0625,1467.1875,1527.9375,1583.0625,1631.4375,1671.9375
1039.6875,1039.6875,1039.6875,1039.6875,1039.6875,1039.6875,1039.6875,1039.6875,1039.6875,1039.6875
1536.9375,1559.4375,1580.8125,1604.4375,1622.4375,1632.5625,1646.0625,1732.6875,1947.5625,2046.5625
2533.6875,2533.6875,2533.6875,2533.6875,2533.6875,2533.6875,2533.6875,2533.6875,2533.6875,2533.6875
946.3125,1920.5625,1920.5625,1920.5625,1920.5625,1920.5625,1920.5625,1920.5625,1920.5625,1920.5625
858.5625,1815.9375,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625,2370.5625
1343.4375,1343.4375,1343.4375,1343.4375,1343.4375,1343.4375,1707.9375,1707.9375,1707.9375,1707.9375
991.3125,1088.0625,1088.0625,1088.0625,1088.0625,1241.0625,1241.0625,1241.0625,1241.0625,1241.0625
1558.3125,1558.3125,1558.3125,1558.3125,1558.3125,1558.3125,1998.1875,1998.1875,1998.1875,1998.1875
1155.5625,1234.3125,1281.5625,1360.3125,1436.8125,1506.5625,1567.3125,1614.5625,1647.1875,1662.9375
1047.5625,1047.5625,1047.5625,1047.5625,1047.5625,1047.5625,1047.5625,1047.5625,1047.5625,1047.5625
1286.0625,1327.6875,1379.4375,1460.4375,1567.3125,1691.0625,1820.4375,1937.4375,2019.5625,2054.4375
2187.1875,2187.1875,2187.1875,2187.1875,2187.1875,2187.1875,2187.1875,2187.1875,2187.1875,2187.1875
1867.6875,1867.6875,1867.6875,1867.6875,1867.6875,1867.6875,1867.6875,1867.6875,1867.6875,1867.6875
1579.6875,1580.8125,2552.8125,2552.8125,2552.8125,2552.8125,2552.8125,2552.8125,2552.8125,2552.8125
1089.1875,1178.0625,1230.9375,1317.5625,1403.0625,1481.8125,1551.5625,1611.1875,1657.3125,1689.9375
949.6875,1113.9375,1113.9375,1113.9375,1113.9375,1246.6875,1246.6875,1254.5625,1254.5625,1254.5625
1414.3125,1414.3125,1414.3125,1414.3125,1477.3125,1841.8125,1847.4375,1847.4375,1847.4375,1847.4375
1327.6875,1408.6875,1463.8125,1550.4375,1607.8125,1616.8125,1616.8125,1616.8125,1616.8125,2342.4375
1210.6875,1210.6875,1210.6875,1210.6875,1210.6875,1210.6875,1210.6875,1210.6875,1210.6875,1210.6875
1566.1875,1632.5625,1700.0625,1793.4375,1900.3125,2010.5625,2116.3125,2206.3125,2267.0625,2294.0625
2378.4375,2378.4375,2378.4375,2378.4375,2378.4375,2378.4375,2378.4375,2378.4375,2378.4375,2378.4375
2156.8125,2156.8125,2156.8125,2156.8125,2156.8125,2156.8125,2156.8125,2156.8125,2156.8125,2156.8125
2159.0625,2198.4375,2760.9375,2760.9375,2760.9375,2760.9375,2760.9375,2760.9375,2760.9375,2760.9375
1476.1875,1481.8125,1481.8125,1481.8125,1481.8125,1481.8125,2165.8125,2165.8125,2165.8125,2165.8125
1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125,1225.3125
1560.5625,1560.5625,1567.3125,1967.8125,2116.3125,2116.3125,2116.3125,2116.3125,2116.3125,2116.3125
1265.8125,1319.8125,1349.0625,1391.8125,1430.0625,1463.8125,1498.6875,1550.4375,1640.4375,1800.1875
1101.5625,1101.5625,1101.5625,1101.5625,1101.5625,1101.5625,1101.5625,1101.5625,1101.5625,1101.5625
1236.5625,1379.4375,1491.9375,1617.9375,1734.9375,1838.4375,1923.9375,1988.0625,2029.6875,2047.6875
1936.3125,2439.1875,2439.1875,2439.1875,2439.1875,2439.1875,2439.1875,2439.1875,2439.1875,2439.1875
825.9375,1982.4375,1982.4375,1982.4375,1982.4375,1982.4375,1982.4375,1982.4375,1982.4375,1982.4375
2412.1875,2412.1875,2412.1875,2412.1875,2412.1875,2412.1875,2412.1875,2412.1875,2412.1875,2412.1875
1343.4375,1343.4375,1343.4375,1343.4375,1343.4375,1640.4375,1685.4375,1685.4375,1685.4375,1685.4375
527.8125,1160.0625,1160.0625,1170.1875,1170.1875,1170.1875,1170.1875,1170.1875,1171.3125,1172.4375
1542.5625,1542.5625,1542.5625,1542.5625,1542.5625,1542.5625,2096.0625,2096.0625,2096.0625,2096.0625
1198.3125,1291.6875,1349.0625,1442.4375,1526.8125,1589.8125,1622.4375,1626.9375,1626.9375,1626.9375
1072.3125,1088.0625,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875,1089.1875
1633.6875,1633.6875,1633.6875,1633.6875,1633.6875,1634.8125,1650.5625,1763.0625,2006.0625,2080.3125
1145.4375,2084.8125,2272.6875,2272.6875,2272.6875,2272.6875,2272.6875,2272.6875,2272.6875,2272.6875
1981.3125,1981.3125,1981.3125,1981.3125,1981.3125,1981.3125,1981.3125,1981.3125,1981.3125,1981.3125
1130.8125,1130.8125,2345.8125,2345.8125,2345.8125,2345.8125,2345.8125,2345.8125,2345.8125,2345.8125
1343.4375,1382.8125,1409.8125,1459.3125,1514.4375,1569.5625,1620.1875,1659.5625,1684.3125,1691.0625
1135.3125,1135.3125,1135.3125,1135.3125,1135.3125,1135.3125,1135.3125,1135.3125,1135.3125,1135.3125
1117.3125,1328.8125,1499.8125,1684.3125,1836.1875,1937.4375,1976.8125,1976.8125,1976.8125,1976.8125
1342.3125,1426.6875,1477.3125,1560.5625,1642.6875,1721.4375,1794.5625,1858.6875,1913.8125,1957.6875
1185.9375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375,1217.4375
1529.0625,1578.5625,1635.9375,1725.9375,1839.5625,1964.4375,2087.0625,2188.3125,2247.9375,2259.1875
2605.6875,2605.6875,2605.6875,2605.6875,2605.6875,2605.6875,2605.6875,2605.6875,2605.6875,2605.6875
1400.8125,2233.3125,2233.3125,2233.3125,2233.3125,2234.4375,2234.4375,2234.4375,2234.4375,2234.4375
2409.9375,2466.1875,2504.4375,2539.3125,2565.1875,2579.8125,2583.1875,2583.1875,2583.1875,2583.1875
1898.0625,1898.0625,1898.0625,1898.0625,1898.0625,1899.1875,2162.4375,2162.4375,2162.4375,2162.4375
1236.5625,1236.5625,1236.5625,1236.5625,1236.5625,1236.5625,1236.5625,1236.5625,1236.5625,1236.5625
1315.3125,1562.8125,1757.4375,1958.8125,2114.0625,2201.8125,2218.6875,2218.6875,2218.6875,2218.6875
1298.4375,1358.0625,1391.8125,1448.0625,1499.8125,1545.9375,1581.9375,1607.8125,1622.4375,1625.8125
1138.6875,1138.6875,1138.6875,1138.6875,1138.6875,1138.6875,1138.6875,1138.6875,1138.6875,1138.6875
1344.5625,1422.1875,1498.6875,1601.0625,1713.5625,1826.0625,1931.8125,2019.5625,2079.1875,2105.0625
2349.1875,2349.1875,2349.1875,2349.1875,2349.1875,2349.1875,2349.1875,2349.1875,2349.1875,2349.1875
2072.4375,2072.4375,2072.4375,2072.4375,2072.4375,2072.4375,2072.4375,2072.4375,2072.4375,2072.4375
2485.3125,2485.3125,2485.3125,2485.3125,2485.3125,2485.3125,2485.3125,2485.3125,2485.3125,2485.3125
1785.5625,1867.6875,1918.3125,2006.0625,2096.0625,2183.8125,2267.0625,2345.8125,2430.1875,2619.1875
1188.1875,1188.1875,1188.1875,1188.1875,1188.1875,1188.1875,1188.1875,1188.1875,1188.1875,1188.1875
1462.6875,1616.8125,1749.5625,1894.6875,2008.3125,2070.1875,2078.0625,2078.0625,2078.0625,2078.0625
1628.0625,1628.0625,1628.0625,1628.0625,1628.0625,1628.0625,1628.0625,1628.0625,1628.0625,1628.0625
1125.1875,1125.1875,1125.1875,1125.1875,1125.1875,1125.1875,1125.1875,1125.1875,1125.1875,1125.1875
1865.4375,1865.4375,1865.4375,1865.4375,1865.4375,1865.4375,1865.4375,1865.4375,1865.4375,1865.4375
1179.1875,1180.3125,2459.4375,2459.4375,2459.4375,2459.4375,2459.4375,2459.4375,2459.4375,2459.4375
2117.4375,2117.4375,2117.4375,2117.4375,2117.4375,2117.4375,2117.4375,2117.4375,2117.4375,2117.4375
2477.4375,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1442.4375,1442.4375,1442.4375,1442.4375,1442.4375,1719.1875,1719.1875,1719.1875,1719.1875,1719.1875
1079.0625,1125.1875,1125.1875,1125.1875,1125.1875,1197.1875,1197.1875,1197.1875,1197.1875,1197.1875
1164.5625,1404.1875,1607.8125,1837.3125,2035.3125,2175.9375,2240.0625,2243.4375,2243.4375,2243.4375
1365.9375,1608.9375,1754.0625,1956.5625,2051.0625,2053.3125,2053.3125,2053.3125,2053.3125,2053.3125
660.5625,1490.8125,1490.8125,1490.8125,1560.5625,1560.5625,1565.0625,1565.0625,1565.0625,1565.0625
994.6875,2043.1875,2416.6875,2416.6875,2416.6875,2416.6875,2416.6875,2416.6875,2416.6875,2416.6875
2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1196.0625,1443.5625,1443.5625,1443.5625,1443.5625,1443.5625,1666.3125,2037.5625,2432.4375,2690.0625
2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
2247.9375,2247.9375,2247.9375,2247.9375,2247.9375,2251.3125,2294.0625,2602.3125,2847.5625,2847.5625
1589.8125,1589.8125,1589.8125,1589.8125,1589.8125,1589.8125,1589.8125,1589.8125,1610.0625,2453.8125
2101.6875,2708.0625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
2246.8125,2259.1875,2259.1875,2259.1875,2259.1875,2259.1875,2259.1875,2259.1875,2259.1875,2259.1875
886.6875,1786.6875,1786.6875,1786.6875,1786.6875,1786.6875,1836.1875,1836.1875,1836.1875,1836.1875
1581.9375,1835.0625,2057.8125,2327.8125,2594.4375,2835.1875,2847.5625,2847.5625,2847.5625,2847.5625
2037.5625,2195.0625,2287.3125,2441.4375,2589.9375,2723.8125,2836.3125,2847.5625,2847.5625,2847.5625
1525.6875,2010.5625,2010.5625,2010.5625,2010.5625,2010.5625,2090.4375,2182.6875,2273.8125,2360.4375
1212.9375,1981.3125,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
2776.6875,2776.6875,2776.6875,2776.6875,2776.6875,2776.6875,2776.6875,2776.6875,2776.6875,2776.6875
1382.8125,1900.3125,1900.3125,1900.3125,1900.3125,1900.3125,1994.8125,2107.3125,2220.9375,2333.4375
2182.6875,2298.5625,2391.9375,2497.6875,2597.8125,2687.8125,2763.1875,2820.5625,2847.5625,2847.5625
1898.0625,1982.4375,2027.4375,2094.9375,2147.8125,2184.9375,2202.9375,2204.0625,2204.0625,2204.0625
1727.0625,1779.9375,1779.9375,1779.9375,1779.9375,1779.9375,1791.1875,1805.8125,1821.5625,1838.4375
2610.1875,2758.6875,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625,2847.5625
1757.4375,1973.4375,2105.0625,2328.9375,2543.8125,2729.4375,2847.5625,2847.5625,2847.5625,2847.5625
1437.9375,1975.6875,1975.6875,1975.6875,1975.6875,1975.6875,2065.6875,2171.4375,2273.8125,2371.6875
