10y,20y,30y,40y,50y
10202.0,10202.0,10202.0,10202.0,10202.0
7406.0,7406.0,7406.0,7406.0,7406.0
11150.0,11150.0,11150.0,11150.0,11150.0
9638.0,11102.0,11102.0,11102.0,11102.0
7958.0,7958.0,7958.0,7958.0,7958.0
8702.0,12146.0,12158.0,12158.0,12158.0
9470.0,9482.0,11714.0,11942.0,11942.0
7994.0,7994.0,8030.0,8042.0,8042.0
9578.0,10814.0,13454.0,13718.0,13874.0
9314.0,9314.0,9314.0,9314.0,9314.0
6542.0,6542.0,6542.0,6542.0,6542.0
10190.0,10190.0,10190.0,10190.0,10190.0
10322.0,10322.0,10322.0,10322.0,10322.0
7370.0,7370.0,7370.0,7370.0,7370.0
11378.0,11378.0,11378.0,11378.0,11378.0
7190.0,8294.0,10982.0,12074.0,12074.0
4622.0,4622.0,8174.0,8174.0,8174.0
8798.0,9830.0,11750.0,12866.0,14054.0
8198.0,8198.0,8198.0,8198.0,8198.0
5678.0,5678.0,5678.0,5678.0,5678.0
9146.0,9146.0,9146.0,9146.0,9146.0
9398.0,9398.0,9398.0,9398.0,9398.0
6734.0,6734.0,6734.0,6734.0,6734.0
10382.0,10382.0,10382.0,10382.0,10382.0
7754.0,8438.0,9962.0,11450.0,11450.0
5534.0,5534.0,6506.0,8114.0,8114.0
8534.0,8534.0,11270.0,12374.0,12374.0
8762.0,8762.0,8762.0,8762.0,8762.0
6038.0,6038.0,6038.0,6038.0,6038.0
9590.0,9590.0,9590.0,9590.0,9590.0
9266.0,9266.0,9266.0,9266.0,9266.0
6854.0,6854.0,6854.0,6854.0,6854.0
10442.0,10442.0,10442.0,10442.0,10442.0
7706.0,7910.0,10154.0,10970.0,11870.0
6998.0,6998.0,6998.0,6998.0,6998.0
8978.0,8978.0,12254.0,12710.0,12938.0
7910.0,7910.0,7910.0,7910.0,7910.0
5282.0,5282.0,5282.0,5282.0,5282.0
8822.0,8822.0,8822.0,8822.0,8822.0
8726.0,8726.0,8726.0,8726.0,8726.0
6362.0,6362.0,6362.0,6362.0,6362.0
9950.0,9950.0,9950.0,9950.0,9950.0
5810.0,5810.0,10862.0,10862.0,10862.0
5750.0,5750.0,6494.0,7826.0,7826.0
6890.0,7898.0,10178.0,11414.0,13502.0
7070.0,7070.0,7070.0,7070.0,7070.0
4562.0,4562.0,4562.0,4562.0,4562.0
7922.0,7922.0,7922.0,7922.0,7922.0
8222.0,8222.0,8222.0,8222.0,8222.0
5798.0,5798.0,5798.0,5798.0,5798.0
9338.0,9338.0,9338.0,9338.0,9338.0
6950.0,7490.0,8402.0,9434.0,11786.0
4562.0,4562.0,5894.0,7730.0,7730.0
8450.0,8450.0,9842.0,11378.0,13082.0
7922.0,7922.0,7922.0,7922.0,7922.0
5258.0,5258.0,5258.0,5258.0,5258.0
8786.0,8786.0,8786.0,8786.0,8786.0
8330.0,8330.0,8330.0,8330.0,8330.0
6062.0,6062.0,6062.0,6062.0,6062.0
9470.0,9470.0,9470.0,9470.0,9470.0
7910.0,7910.0,8426.0,9590.0,11414.0
6470.0,6470.0,6470.0,6470.0,6470.0
8822.0,8822.0,9302.0,10790.0,13094.0
7166.0,7166.0,7166.0,7166.0,7166.0
3840.0,4634.0,4634.0,4634.0,4634.0
7958.0,7958.0,7958.0,7958.0,7958.0
7838.0,7838.0,7838.0,7838.0,7838.0
5678.0,5678.0,5678.0,5678.0,5678.0
9014.0,9014.0,9014.0,9014.0,9014.0
6362.0,7274.0,8510.0,9710.0,11114.0
5534.0,5534.0,5534.0,7250.0,7250.0
8570.0,8570.0,8798.0,10022.0,12950.0
6326.0,6326.0,6326.0,6326.0,6326.0
3830.0,3830.0,3830.0,3830.0,3830.0
7190.0,7190.0,7190.0,7190.0,7190.0
7262.0,7262.0,7262.0,7262.0,7262.0
5078.0,5078.0,5078.0,5078.0,5078.0
8294.0,8294.0,8294.0,8294.0,8294.0
7118.0,7118.0,8258.0,8294.0,9698.0
4814.0,4814.0,5222.0,6878.0,6878.0
6818.0,7082.0,8270.0,10058.0,12482.0
7646.0,7646.0,7646.0,7646.0,7646.0
5162.0,5162.0,5162.0,5162.0,5162.0
8450.0,8450.0,8450.0,8450.0,8450.0
7634.0,7634.0,7634.0,7634.0,7634.0
5498.0,5498.0,5498.0,5498.0,5498.0
8474.0,8474.0,8474.0,8474.0,8474.0
8210.0,8210.0,8246.0,9842.0,10370.0
6338.0,6338.0,6458.0,6890.0,6890.0
8654.0,8654.0,9746.0,10394.0,13082.0
6758.0,6758.0,6758.0,6758.0,6758.0
4250.0,4250.0,4250.0,4250.0,4250.0
7790.0,7790.0,7790.0,7790.0,7790.0
7154.0,7154.0,7154.0,7154.0,7154.0
4994.0,4994.0,4994.0,4994.0,4994.0
8186.0,8186.0,8186.0,8186.0,8186.0
4886.0,4886.0,9578.0,9890.0,11558.0
5342.0,5342.0,5510.0,6722.0,6722.0
6002.0,6002.0,10262.0,10838.0,12302.0
5918.0,5918.0,5918.0,5918.0,5918.0
3830.0,3830.0,3830.0,3830.0,3830.0
6770.0,6770.0,6770.0,6770.0,6770.0
6530.0,6530.0,6530.0,6530.0,6530.0
4358.0,4358.0,4358.0,4358.0,4358.0
7622.0,7622.0,7622.0,7622.0,7622.0
7754.0,7754.0,7754.0,9698.0,9698.0
4502.0,4502.0,4562.0,6506.0,6506.0
7442.0,7442.0,7838.0,9278.0,12302.0
7634.0,7634.0,7634.0,7634.0,7634.0
3840.0,3840.0,5258.0,5258.0,5258.0
8714.0,8714.0,8714.0,8714.0,8714.0
6890.0,6890.0,6890.0,6890.0,6890.0
4574.0,4574.0,4574.0,4574.0,4574.0
7550.0,7550.0,7550.0,7550.0,7550.0
8630.0,8630.0,8714.0,9278.0,10598.0
6218.0,6218.0,6218.0,6218.0,6218.0
9410.0,9410.0,9410.0,9506.0,11726.0
6674.0,6674.0,6674.0,6674.0,6674.0
3830.0,4202.0,4202.0,4202.0,4202.0
7526.0,7526.0,7526.0,7526.0,7526.0
6446.0,6446.0,6446.0,6446.0,6446.0
4262.0,4262.0,4262.0,4262.0,4262.0
6986.0,6986.0,6986.0,6986.0,6986.0
8318.0,8318.0,8462.0,9302.0,9554.0
5306.0,5306.0,5438.0,6062.0,6062.0
8366.0,8486.0,8906.0,10586.0,11786.0
3840.0,6122.0,6122.0,6122.0,6122.0
3830.0,3830.0,3830.0,3830.0,3830.0
3840.0,6974.0,6974.0,6974.0,6974.0
5894.0,5894.0,5894.0,5894.0,5894.0
3840.0,3830.0,3830.0,3830.0,3830.0
6614.0,6614.0,6614.0,6614.0,6614.0
7382.0,7382.0,7382.0,8906.0,8906.0
4574.0,4574.0,4610.0,5894.0,5894.0
7430.0,7442.0,8618.0,9518.0,11318.0
10322.0,10322.0,10322.0,10322.0,10322.0
7454.0,7454.0,7454.0,7454.0,7454.0
11522.0,11522.0,11522.0,11522.0,11522.0
9962.0,11162.0,11162.0,11354.0,11354.0
7994.0,7994.0,7994.0,7994.0,7994.0
11306.0,12218.0,12218.0,12218.0,12218.0
8870.0,8870.0,11810.0,12254.0,12338.0
7790.0,7850.0,8270.0,8270.0,8282.0
8714.0,11786.0,13802.0,13886.0,13970.0
9374.0,9374.0,9374.0,9374.0,9374.0
6650.0,6650.0,6650.0,6650.0,6650.0
10406.0,10406.0,10406.0,10406.0,10406.0
10478.0,10478.0,10478.0,10478.0,10478.0
